"","text","date","topic","sentiment","country","city_ascii","lat","lng"
"663","Huawei is reportedly ramping up its app store efforts in what could be another sign it was prepared for a breakup with Google__ Android https://t.co/qU8Yf0ZzoW","2019/5/21",2,-0.045643546,"Hungary","Sz¨¦kesfeh¨¦rv¨¢r",47.1947,18.4081
"664","BBC News - Huawei's use of Android restricted by Google https://t.co/pKXgZfwQV6","2019/5/21",1,-0.138675049,"United States","Palisades Park",40.8472,-73.9967
"665","Huawei confirms it has built its own operating system just in case US tensions disrupt use of Google__ Android https://t.co/bNq0vdTJ4f via @scmpnews","2019/5/21",1,-0.153960072,"United States","Columbia",40.0347,-76.4943
"666","The momentous news that Google is cutting off its Android relationship with Huawei in response to a US government ban on the Chinese giant wasn__ much of a surprise to Huawei. A fresh report from Bloomberg today... https://t.co/0pDZcAmjjv","2019/5/21",1,0.108751917,"United Kingdom","Wrecsam",53.05,-3
"667","@Android I am a huawei user, I want google to ensure customer benefits not only for me but also for your other customers.
Thank you !!!","2019/5/21",1,0.23933102,"Indonesia","Kendari",-3.9553,122.5973
"668","Huawei CBG Chief Richard Yu reportedly says there will be a new OS as an alternative to Google Android for it's phones available in autumn at the earliest https://t.co/EfY579rgE2","2019/5/21",2,0.27852425,"United States","Chelsea",42.3959,-71.0325
"669","@JalalQazi @Google Now there would be another software just like android and IOS. Huawei would create their own","2019/5/21",2,0.057892802,"China","Shashi",30.32,112.23
"670","@Huawei @HuaweiMobile resume bootloader unlock service now because you are banned by google and will not receive any android os update,so we can install custom OS,______","2019/5/21",2,0.19245009,"Kyrgyzstan","Talas",42.5184,72.2429
"671","Huawei vs. Trump: all the news about the Chinese phone maker__ messy relationship with the US https://t.co/qVquuZJA93 https://t.co/G4KQYmzTwG","2019/5/21",1,-0.12,"United States","Oswego",41.6834,-88.3372
"672","@HiHonorIndia I don't need to pay attention, I will not buy #huawei #honor phones.
Can you confirm that we will get #Google play store and security updates ?
#Huawei #Honor are banned officially, no need to waste money on any of your products. #Honor20Pro is waste no mention of android.","2019/5/21",2,0.175912807,"India","Ongole",15.5604,80.05
"673","Google__ Android ban for Huawei proves we need strong alternatives - by Rahmi Osman KaÃ§maz @Kacmaz | DS Opinion
https://t.co/dggCYUEaJd","2019/5/21",1,0.106600358,"United States","Wauseon",41.5533,-84.1407
"674","Google__ Android ban for Huawei proves we need strong alternatives - by Rahmi Osman KaÃ§maz @Kacmaz | DS Opinion
https://t.co/dggCYUEaJd","2019/5/21",1,0.106600358,"United States","Baxley",31.7642,-82.3508
"675","It Is True ??!!! https://t.co/zOe10HV26Z","2019/5/21",2,0,"China","Yuci",37.6804,112.73
"676","Huawei vs. Trump: all the news about the Chinese phone maker__ messy relationship with the US https://t.co/STEyQMcFPN","2019/5/21",1,-0.134164079,"Indonesia","Kuta",-8.7151,115.1841
"677","@nirroachzzz Google has revoked android license to Huawei yesterday and today Huawei was scheduled to launch its new product Honor 20.","2019/5/21",1,0.380131556,"China","Taiyuan",37.875,112.5451
"678","Google, Android cut Huawei ties https://t.co/DErMYxsmLI","2019/5/21",1,-0.083333333,"China","Shuangyashan",46.6704,131.35
"679","Google restricts Huawei from using Android.... Because Google wants all the spying and data collection for itself!","2019/5/21",1,-0.163299316,"United Kingdom","Kingston upon Thames",51.4167,-0.2833
"680","What have you done ?? https://t.co/dMtGWcO5rD","2019/5/21",3,0,"Croatia","Karlovac",45.4872,15.5478
"681","YOU CAN'T KEEP CHINA DOWN, TRUMP! HUAWEI REVEALS ITS OWN 'HONGMENG' OPERATING SYSTEM TO REPLACE GOOGLE'S ANDROID AFTER WASHINGTON BANS 'SALE OR TRANSFER OF AMERICAN TECHNOLOGY' TO CHINESE PHONE GIANT https://t.co/PjX0w7BGBp","2019/5/21",1,-0.020412415,"United States","Corona",33.862,-117.5644
"682","#News #Android #Android43 Huawei Android ban, explained: Could we see a Mate 30 without Google? https://t.co/3xubV6JSLY https://t.co/iz2g6Ngeiw","2019/5/21",4,0.013363062,"United States","Spirit Lake",43.4176,-95.1109
"683","Chip makers have also started stepping back from dealings with the Chinese firm. The German supplier Infineon said on Monday that it would restrict its business with Huawei. Also, Intel and Qualcomm, two of the world__ largest chip_https://t.co/xquCPQut3p https://t.co/UE6lscKrfm","2019/5/21",1,-0.064549722,"United States","Romulus",42.2237,-83.366
"684","""the Trump administration__ trade war, Google blocking Huawei from the enhanced Android OS, the demonization of Belt and Road. It__ all about control of global supply chains and technological infrastructure.""
Why capturing Huawei is no victory in tech war https://t.co/VNiYm1ekMl","2019/5/21",1,-0.005011831,"Korea, South","Gangneung",37.7559,128.8962
"685","After an executive order released by #Trump, the #Google has stopped to provide its Android updates to #Huawei, a World leading #Chinese mobile company.
On the other hand, China decided to teach a lesson to #USA. Chinese stopped using #iPhone and start buying Huawei phones.","2019/5/21",2,0.069958351,"Hungary","Szombathely",47.2253,16.6287
"686","Google made the biggest mistake by suspending #Huawei from Android updates and future devices access to the Play Store. Google had no competition, but now they created one. They must prepare for it because it might be bigger, better &amp; cheaper. China doesn't play..... https://t.co/dMrogLuKMa","2019/5/21",2,0.087647344,"United States","Talent",42.2404,-122.7807
"687","Don't try to get a refund from Huawei over that whole US ban/Google Android kerfuffle. Aussie customers won't qualify. https://t.co/mBYiILtjIM","2019/5/21",2,-0.241666667,"Kenya","Kisii",-0.6696,34.76
"688","FCC Commissioner Geoffrey Starks talks Huawei and net neutrality on The Vergecast https://t.co/PPUPcHJj1C https://t.co/d9i96M8j5v","2019/5/21",3,0,"United States","Hawthorne",40.9579,-74.1581
"689","BBC News - Huawei's use of Android restricted by Google https://t.co/7ew8kVymRJ","2019/5/21",1,-0.133630621,"United States","Alpena",45.074,-83.4399
"690","Huawei__ phone business would be decimated without Google__ Android https://t.co/O1GhofYpGN __uawei, China__ most prolific smartphone vendor, had started 2019 with explosive double-digit growth and was on a path to eclipse Samsung as the world__ number one phone maker by the ye_","2019/5/21",2,-0.02236068,"Korea, North","Musan",42.2304,129.2304
"691","Google__ Android ban for Huawei proves we need strong alternatives https://t.co/5NA5NUK0ZL","2019/5/21",1,0.125,"China","Rizhao",35.4304,119.45
"692","Google made the biggest mistake by suspending #Huawei from Android updates and future devices access to the Play Store. Google had no competition, but now they created one. They must prepare for it because it might be bigger, better &amp; cheaper. China doesn't play ...... https://t.co/gXOiDoss5j","2019/5/21",2,0.087647344,"India","Medinipur",22.3304,87.15
"693","Customers are worried that their Huawei phones might not work without access to Google's Android updates https://t.co/z4yscm7ufw","2019/5/21",2,0.106600358,"Iran","Kashmar",35.1814,58.4515
"694","@4peatssake2 @tanita_tikaram @michaelgove @UKParliament Google blocks Huawei__ access to Android updates https://t.co/QL7xzOpcMt","2019/5/21",2,-0.145521375,"China","Changde",29.03,111.68
"695","@niomwungeri @Android I don't know if the Chinese will come with a better OS. But that ban is going to be destructive for google, especially because other OEM's will not want to run the same risk as Huawei.","2019/5/21",2,-0.069152578,"United States","Hiawatha",42.0539,-91.6906
"696","Huawei developed a 'plan B' operating system for smartphones in case it was banned by the US government from using Google products. Here's what we know about it so far. https://t.co/szZmvOk7aT","2019/5/21",1,-0.106600358,"China","Beijing",39.9289,116.3883
"697","Huawei OS reportedly 'far from ready' after Android ban   - CNET https://t.co/Q7g05dj36B","2019/5/21",1,-0.121267813,"United Kingdom","Poplar",51.5,-0.0167
"698","#Huawei you need to step up your game, time to bring your android #os out, forget #American #Android giants #Google, you are a strong mobile company worldwide, especially in #europe so cease this opportunity ___","2019/5/21",1,0.154348727,"Korea, South","Muan",34.9897,126.4714
"699","FCC Commissioner Geoffrey Starks talks Huawei and net neutrality https://t.co/Fn5w4HOYud via @Verge","2019/5/21",3,0,"Kenya","Homa Bay",-0.5273,34.4571
"700","Google Suspends Huawei Access to Android Updates After Trump__ Ban _ Reports https://t.co/YGuZyT9cWm","2019/5/21",2,-0.15,"Guadeloupe","Basse-terre",16.2304,-61.44
"701","It will take a lot of time to develop own OS. #Google might lose share but won__ be effected. They have developed system while #Huawei will be starting. By the time the reach at #google level new inventions and OS might have captured market. #Android destroyed #BB must remember. https://t.co/c6L73j7NQ6","2019/5/21",1,0.049136286,"United States","Montgomery",32.347,-86.2663
"702","U.S. tech exports support 858,000 jobs, trade group says - CBS News 

Google bars Huawei from Android updates

Roughly 858,000 U.S. jobs were directly supported by tech exports in 2017, according to... | https://t.co/5Zv0GbbnMx https://t.co/0wxv7Wudf8","2019/5/21",1,0.114108866,"China","Jingdezhen",29.2704,117.18
"703","Huawei is reportedly ramping up its app store efforts in what could be another sign it was prepared for a breakup with Google__ Android - https://t.co/2Yogl6pZio https://t.co/wzixbHeOXk","2019/5/21",2,-0.043519414,"United States","Seattle",47.6211,-122.3244
"704","Google withdraws Huawei__ Android license: what are the consequences? https://t.co/b43dtHwNHf #Lagos #Technews #PhCity","2019/5/21",2,-0.133333333,"Greenland","Qasigiannguit",68.8193,-51.1785
"705","#Google banning #Huawei from Android updates and future devices access to the Playstore is one of the most powerful escalations of the trade war. Hundreds of millions of consumers worldwide will suffer as the US uses national security to justify abuse of their dominant position.","2019/5/21",2,-0.131465129,"United States","Memphis",35.1047,-89.9773
"706","Got a Huawei phone? Your rights as Google prepares to restrict its use of Android https://t.co/SarpyRlxyX","2019/5/21",2,-0.096824584,"Cambodia","Battambang",13.1,103.2
"707","@OfficialMahamz @rainesquexo Google has revoked Huawei's Android license!!","2019/5/21",4,0,"United States","Fulton",43.3171,-76.4162
"708","Customers are worried that their Huawei phones might not work without access to Google's Android updates https://t.co/PWfkvAIGt9","2019/5/21",2,0.111803399,"Kenya","Embu",-0.5196,37.45
"709","Huawei OS Will Reportedly Be Ready As Android #Android #LatestNews #android #google #huawei #uncategorized https://t.co/tlM12IBPg1","2019/5/21",2,0.183532587,"United States","Sinton",28.0392,-97.5154
"710","#Google banning #Huawei from Android updates and future devices access to the Playstore is one of the most powerful escalations of the trade war. Hundreds of millions of consumers worldwide will suffer as the US uses national security to justify abuse of their dominant position. https://t.co/OkVIPm5BXZ","2019/5/21",2,-0.087643419,"India","Krishnanagar",23.3803,88.53
"711","@Android I love google , but I love huawei to.","2019/5/21",4,0.8125,"China","Shenyeng",41.805,123.45
"712","If there..., ls Chinese Huawei co trying for alternative ideas like  Google/ android ?! https://t.co/sXVb36qvpl","2019/5/21",2,0.069337525,"India","Varanasi",25.33,83
"713","Google Drops Huawei Mate 20 Pro From Android Q Beta Program by @anamhamidf https://t.co/1RgoshBNKQ","2019/5/21",4,0.4,"United States","Cotati",38.3278,-122.7092
"714","Google suspends Huawei's Android license, forces switch to open-source version... https://t.co/O8V49f17Vi","2019/5/21",2,0,"United States","Cadillac",44.2495,-85.4139
"715","@CNNBusiness And as we knew, the US has shot itself in the foot ... again. Huawei is almost ready to release its own OS that will run all Android aps. Goodbye to Google &amp; Apple's monopolies &amp; hello to cheaper, superior devices that the US can't spy with.","2019/5/21",2,0.085712685,"China","Shanghai",31.2165,121.4365
"716","Google Drops Huawei Mate 20 Pro From Android Q Beta Program https://t.co/eNIVtKKvxH @slideme https://t.co/jRPLwNRQ1Y","2019/5/21",4,0.357770876,"China","Hangu",39.232,117.777
"717","Google just blocked all Huawei phones from receiving Android updates https://t.co/DZvg5z7hRD","2019/5/21",2,0.05,"United States","Harrisburg",35.3128,-80.6492
"718","As Huawei Loses Google, the U.S.-China Tech Cold War Gets Its Iron Curtain #Android(OperatingSystem) #Censorship #China #CommerceDepartment #ComputersandtheInternet #ENMNEWS #GoogleInc #HuaweiTechnologiesCoLtd #IntellectualProperty #InternationalTradeandW https://t.co/0epabOjiiC","2019/5/21",1,-0.365148372,"India","Kumbakonam",10.9805,79.4
"719","@vladsavov do we need to worry about Google revoking Android from other Chinese OEMs (OnePlus, Motorola, Nokia, etc etc etc)? Was Huawei singled out for any particular reason?","2019/5/21",3,0.107066282,"United States","Temple",31.1076,-97.3894
"720","Just a F.Y.I, both Apple's and Google's operating systems are based on Linux/Unix kernal and underpinings, with their own GUI. It isn't that hard. 

Huawei confirms it has built its own operating system just in case US tensions disrupt use of Android  https://t.co/ImCzZw1IAQ","2019/5/21",1,-0.013937177,"China","Linqing",36.8504,115.68
"721","After Trump has ordered #Google to ban #HUAWEI from using its Android operating system I guarantee you those Chinese will develop one of the best Operating systems, biggest mistake by USA, 
Wait for Huawei to come up with its own OS. USA should don__ play with Chinaa..__ https://t.co/Nnhixb9Twa","2019/5/21",1,-0.01952172,"India","Ujjain",23.1904,75.79
"722","Google removing Huawei from Android iOS following Trump's China Measures https://t.co/g4oOKaG3JR #Google #China #ChinaTariffs #ChinaTrade https://t.co/54oE1pZc2B","2019/5/21",1,0,"China","Fujin",47.2704,132.02
"723","FCC Commissioner Geoffrey Starks talks #huawei and net neutrality on The Vergecast https://t.co/7pS3v3fNhZ","2019/5/21",3,0,"Greece","Thessaloniki",40.6961,22.885
"724","Huawei developed a 'plan B' operating system for smartphones in case it was banned by the US government from using Google products. Here's what we know about it so far. https://t.co/Hyemv6SpOh","2019/5/21",1,-0.106600358,"China","Shanghai",31.2165,121.4365
"725","So do I Ashley. It will be a no win conflict, worse fallout than Iraq and Syria. https://t.co/lNilRPi1Da #peace #neoliberalism #oilgas #auspol2019 #Trump #nzpol #UKpolitics https://t.co/esims7X1NP","2019/5/21",3,-0.018268701,"China","Beijing",39.9289,116.3883
"726","@DaraOkanlawon @Favelexzy @OgbeniDipo _ _ _ _ _ _.

That's the point. So far now I haven't seen any tech giant that be a threat to Google.

Though Huawei may be have their backup OS which is very good.

But their OS may only out beat Android not the entire Google.","2019/5/21",1,0.039212453,"United States","Hitchcock",29.2945,-95.025
"727","Huawei suffers major Android setback as Google pulls access to core apps and services - TechRadar https://t.co/vvCUchTnZy androids","2019/5/21",2,-0.190065778,"Japan","Kagoshima",31.586,130.5611
"728","I have been having the same thoughts here  in NZ  Laurie #Google #Facebook   Google__ Android ban for Huawei proves we need strong alternatives https://t.co/xwrQPxniaB","2019/5/21",1,0.096225045,"Iraq","Al Fallujah",33.3477,43.7773
"729","Google Pulls Android From Huawei, Deals Blow to Mobile Business https://t.co/bGWj0hGe20","2019/5/21",2,-0.103279556,"United States","Seattle",47.6211,-122.3244
"730","After Trump has ordered #Google to ban #HUAWEI from using its Android operating system I guarantee you those Chinese will develop one of the best Operating systems, biggest mistake by USA, 
Wait for Huawei to come up with its own OS. USA should don__ play with Chinaa..__ https://t.co/Cu15pZulL7","2019/5/21",1,-0.01952172,"United States","Wildwood",38.9877,-74.8188
"731","@businessinsider True but with Google's recent decision of cutting of ties with Huawei it unleashed a fury that will result in Android losing huge market share &amp; eventually new OS taking over. No non American company would want to be the same shoes as Huawei &amp; they are going to work towards that.","2019/5/21",2,-0.021336355,"United Kingdom","Taunton",51.0211,-3.1047
"732","@PastortheDJ @mafa_bavuma @Luckeez @ntsabomluleki gents ndicela nenze lomhlinzo kwi BEE for Wednesday @UWFM88_106FM __uawei users please guys we can't stress about Google. Ama China will create their own google, android etc. Siyawazi mos adume ngani_ __ __ #BEEumhlobowene","2019/5/21",2,0.185739085,"South Georgia And South Sandwich Islands","Grytviken",-54.2806,-36.508
"733","A big blow to Huawei after Google cancels its Android licence https://t.co/Ti1ztRGDq6","2019/5/21",1,-0.2375,"China","Shanghai",31.2165,121.4365
"734","Reality Check: Fear of Losing Surveillance on Citizens, Makes Google to Restricts Huawei__ Use of Android
https://t.co/tvludKGyfr

@onlineprivacytp","2019/5/21",1,-0.589188304,"China","Maoming",21.9204,110.87
"735","Us: ""You chose @realDonaldTrump as your president?!""
America: ""Yeah. What do you even care? It's not like what he does will affect you.""
Trump: ""ROFL""
My Huawei smartphone which I bought three months ago: ):&lt;

https://t.co/BqBKaXTKjp","2019/5/21",2,0.051109386,"Italy","Civitavecchia",42.1004,11.8
"736","China Angry after Trump bans Huawei from using US software such as Google Android or Microsoft Windows https://t.co/aWAxhnakTf via @EUTimesNET","2019/5/21",1,-0.177237252,"China","Yongzhou",26.2304,111.62
"737","Google cuts Huawei's Android access to app and security updates - TechRadar https://t.co/RguW6vCVud androids","2019/5/21",2,-0.060633906,"United States","Medford",42.4234,-71.1087
"738","@ingress BTW with all Huawei Android phone getting suspended or limited by Google do see using with those phones .","2019/5/21",2,-0.309711241,"United States","Boston",42.3188,-71.0846
"739","A big blow to Huawei after Google cancels its Android licence https://t.co/7Zd33gfFUj #india #startups https://t.co/VMpJ1t0Vmy","2019/5/21",1,-0.193917938,"Guatemala","San Marcos",14.966,-91.8
"740","Huawei already announced it would 
roll out a new smartphone line independent of Google's Android system this autumn but it will lack Google add-on systems. Also, Huawei has launched a new four-lens camera phone. What did I miss? 3/3","2019/5/21",1,-0.085503479,"United States","Olive Branch",34.9608,-89.8478
"741","@FloppedEarDog The next versions are going to be running barebone Android versions without Google but with Huawei bloatware like Blackberry OS 10 with amazon App Store.","2019/5/21",2,0.225,"China","Shanghai",31.2165,121.4365
"742","After #DonaldTrump has ordered #Google to ban #Huawei from using its Android operating system I guarantee you those Chinese will develop one of the best Operating systems, biggest mistake by USA, 
Wait for Huawei to come up with its own OS. USA should don__ play with Chinaa..__ https://t.co/aMmpX2gXl6","2019/5/21",1,-0.011713032,"Greece","Piraeus",37.95,23.7
"743","Business Facebook Bitcoin Money Making Zuckerberg Crypto Google has more control over Android than we realize, and right now, companies like Huawei have no other choice but to accept_that https://t.co/MwPWp8eoN5","2019/5/21",4,-0.062693543,"United States","West Hollywood",34.0883,-118.3719
"744","Alternatif OS de Huawei serait capable de lancer des apps Android https://t.co/nFIcEJDs4D Android, Google, Huawei, SMART SERVICE https://t.co/QRcJWuPiSu","2019/5/21",2,0.2,"India","Karimnagar",18.4604,79.11
"745","@A44Andy @ftpodcasts Yes - Google said the FOSS elements of Android were still available to Huawei.","2019/5/21",2,0.4,"China","Huangshi",30.22,115.1
"746","@0ddj0b @FloppedEarDog Not for the existing products, Google will keep supporting them, it__ the future phones that will have access to the open source android only (if Google doesn__ apply for the trade permission to do business with Huawei that is","2019/5/21",2,0.140416048,"United States","Appleton",44.2774,-88.3894
"747","Analysis: Huawei badly needs the Chinese government, tech rivals to back its OS plans https://t.co/U2YS2IycrE https://t.co/XyNgGRnMub","2019/5/21",1,-0.255155182,"United Kingdom","Stafford",52.8,-2.1
"748","Hot new story FCC Commissioner Geoffrey Starks talks Huawei and net neutrality on The Vergecast https://t.co/j75nouMPsk #tech #icymi #trending https://t.co/CJTdk0tILh","2019/5/21",3,0.179533125,"United States","Muskegon Heights",43.2024,-86.2421
"749","@Afzaalchaudhry Actually 3 mnths time is gvn to #HUAWEI  by google &amp; evn aftr tht nthng will happen to existing devices thy will nt jst rcv #Google  based apps updates. Evn android is ripoff of Linux which is an open source platform.hopefuly huawei will make its own version of android based OS.","2019/5/21",2,-0.024056261,"United States","Piedmont",37.8226,-122.2301
"750","@JamalSherazi @AndroidAuth Forked Android OS can run Google Android apps only if the app doesn't use Google API for stuff like transaction, geolocation, device orientation, etc. The moment the app does(Most apps do), they break since same API isn't available on Huawei OS. https://t.co/GzlgMWkPtz","2019/5/21",2,-0.009601163,"Canada","Fredericton",45.95,-66.6333
"751","@Lord_Sugar @Huawei And I suppose we are meant to believe that @Apple or @Google @Android  are totally squeaky clean??!! Right oh good luck with that people!! I have a @Huawei phone it's brilliant I also have an IPhone 6 plus and the Huawei P20 Pro wipes the floor with it!! I'll take my chances!! __","2019/5/21",2,0.322518647,"Ireland","An Cabh¨¢n",53.9908,-7.3606
"752","@_Hsn_Shah Actually 3 mnths time is gvn to #HUAWEI  by google &amp; evn aftr tht nthng will happen to existing devices thy will nt jst rcv #Google  based apps updates. Evn android is ripoff of Linux which is an open source platform.hopefuly huawei will make its own version of android based OS.","2019/5/21",2,-0.024056261,"Indonesia","Bandung",-6.95,107.57
"753","@Arhamkisuno Actually 3 mnths time is gvn to #HUAWEI  by google &amp; evn aftr tht nthng will happen to existing devices thy will nt jst rcv #Google  based apps updates. Evn android is ripoff of Linux which is an open source platform.hopefuly huawei will make its own version of android based OS.","2019/5/21",2,-0.024056261,"United States","Paradise",39.7558,-121.6063
"754","President Duterte will wait for recommendations from National Security Adviser Hermogenes Esperon Jr. and the defense dept. on matters concerning Google's decision to bar Chinese smartphone company Huawei from some updates to the Android operating system.

https://t.co/cQWNlnAcOI","2019/5/21",1,0.116666667,"Australia","Sydney",-33.92,151.1852
"755","FCC Commissioner Geoffrey Starks talks Huawei and net neutrality on The Vergecast https://t.co/blj6mMiyfZ","2019/5/21",3,0,"United States","Florence",38.3835,-105.1114
"756","This is where Trump's Huawei plan to ban the company will backfire with the release of their own OS by autumn this year. Yes they have an app store, and I am sure Devs on the Google Play store will also submit their apps to Huawei's AppGallery.

https://t.co/lAoSZjbYz6","2019/5/21",2,0.019680703,"India","Tuticorin",8.82,78.13
"757","@halukhepkon 90 gÃ¼n sadece Update icin gecerli.After the initial ban, Google revealed a 90 day extension. That ban also apparently did not include Google Play and security from Google Play Protect _ and both will continue to 
https://t.co/a5fIltHPgc","2019/5/21",2,0.014444444,"Italy","Cagliari",39.2224,9.104
"758","Google has blocked Huawei from using Android in any new phones https://t.co/eCl8ezyMsx","2019/5/21",2,0.1,"China","Zhanjiang",21.2,110.38
"759","@tckanda lets assume that their OS becomes the most favaourite among all the existiing OS, it will then have to build ""3rd party apps"" , more unique than the android ones...Consdering the innovation with Huawei, they will definitely outsmart everything google has ever done...","2019/5/21",3,0.304155782,"Indonesia","Biak",-1.1615,136.0485
"760","@SauravS_ @C4ETech @oneplus @HuaweiMobile OS is not the issue. Remember when we flash any custom ROM we flash GApps too... Google is not banning Huawei from using Android, it's banning it from using Play services and all services/ apps that are proprietary for Google, for eg. Gmail, Play books, Play music, PLAY STORE...","2019/5/21",2,0.140654516,"Japan","Utsunomiya",36.55,139.87
"761","Honor 20 Pro with five cameras launched after Google gave Huawei the Android shocker https://t.co/5PfgTCmkL9  #Companies","2019/5/21",2,0.530330086,"United States","Manistee",44.244,-86.3242
"762","Take that! The U.S. and Google cutting off its Android relationship, Huawei has been building its own Play Store alternative https://t.co/bEUpgfmqrJ @vladsavov #Googleplay #Huawei #apps","2019/5/21",2,0.009622504,"China","Shanghai",31.2165,121.4365
"763","Google cut off Huawei__ Android license over the weekend, but Microsoft has stayed silent on whether it will prevent the Chinese company from obtaining Windows licenses. https://t.co/SniEZmwhWo","2019/5/21",1,0.317462994,"United States","Seattle",47.6211,-122.3244
"764","@ProfessorF I have Huawei and beats useless iPhone. Google wasn't doing well in China before. I'm sure the Android support helps them now more than ever.","2019/5/21",2,0.045999975,"China","Huzhou",30.8704,120.1
"765","@kelaher @GordyPls Huawei can still use AOSP Android but can't get Google services on new devices. Lineage is an interesting possibility, although it wouldn't solve that problem.

To the Q though, I think Android users know they're running Android even if they say things like ""I've got a Samsung"".","2019/5/21",2,0.032937947,"Indonesia","Manado",1.48,124.85
"766","#India Google silently removes Huawei Mate 20 Pro from Android Q Beta page https://t.co/bKpuj1SZ9b via @gizmochina","2019/5/21",4,0.357770876,"China","Baoding",38.8704,115.48
"767","@TheOneAlhindi Anyone who writes software for a living will tell you this won't be the case. Yes, simple apps can run on Huawei Android fork unmodified, but not anything that interacted with Google API for transaction, geolocation, device orientation, etc. https://t.co/yXGBumELPo","2019/5/21",2,0.075592895,"China","Shanghai",31.2165,121.4365
"768","@TheOneAlhindi Anyone who writes software for a living will tell you this won't be the case. Yes, simple apps can run on Huawei Android fork unmodified, but not anything that interacted with Google API for transaction, geolocation, device orientation, etc. https://t.co/yXGBumELPo","2019/5/21",2,0.075592895,"United States","San Francisco",37.7562,-122.443
"769","Google, the first anti-Huawei move: no beta of Android Q for the Mate 20_Pro https://t.co/qqYgX8gpNO","2019/5/21",4,-0.581377674,"United States","Rice Lake",45.4864,-91.7447
"770","What will happen to the @Apple  products that are __ssembled in China_ ??? ____#Huawei #Google #Android","2019/5/21",2,0,"United Kingdom","Northallerton",54.3333,-1.4333
"771","@Hillarious_iffi Its China's turn now.
After Huawei, Xiaomi is going to close their Android operating systems. Followed by Oppo, Oneplus, Vivo and Boom, down goes google and the next cold war will be started.","2019/5/21",1,-0.109994388,"China","Tumen",42.97,129.8201
"772","There's concrete evidence of US govt backdoors in Google, YT, Apple and Android. Zero evidence of backdoors in Huawei equipment__nly ALLEGATIONS. Yet Amerikkka is trying to strangulate Huawei. And since the CIA can read this: fuck CIA, Trump, NSA and USA.","2019/5/21",3,-0.142937944,"United States","Quincy",42.2516,-71.0183
"773","Huawei vs. Trump: all the news about the Chinese phone maker__ messy relationship with the US https://t.co/UG82l977Bj","2019/5/21",1,-0.12792043,"United States","Forest Lake",45.2536,-92.9583
"774","@Android Goodbye Pixel, I was thinking about buying the newer version of pixel, but not anymore. Google has made my job easier. I won't be buying pixel anymore. I'll be buying Huawei phone. Goodbye Google","2019/5/21",2,0.065319726,"Canada","Taloyoak",69.5333,-93.5333
"775","Google announced the Android Q beta release during I/O 2019 conference early this month. This year, 21 devices were included, which... - https://t.co/5uMIh6hWs9","2019/5/21",2,0.081649658,"United States","Huntersville",35.4057,-80.873
"776","@Huawei_Europe where can one retrieve information on the consequences for (EU) consumers regarding US ban? I recently bought a mate 20 Pro will it be elegible for Android Q? Today #Google has pulled beta for the mate 20 Pro off their site! Please enlighten us #Huawei #mate20pro","2019/5/21",4,0.512068036,"United States","San Luis",32.4911,-114.7089
"777","@YolloDwarf i read that theyre gonna be able to keep using android but updates are gonna stop until the ban is lifted. i also read that theyre gonna be able to keep using google play services on existing huawei phones! dont know about the apps tho","2019/5/22",2,-0.099493668,"China","Tianjin",39.13,117.2
"778","Listen to #MKBHD's take on the #Huawei #ban, the loss of future #android software support and how it may affect the consumers and one of the leading tech companies going forward. ____
#huaweiban #google
https://t.co/jr4jxnzWMt","2019/5/22",2,0.008980265,"Korea, North","Pyongyang",39.0194,125.7547
"779","Google__ Android ban for Huawei proves we need strong alternatives - by Rahmi Osman KaÃ§maz @Kacmaz |DS Opinion
https://t.co/OLYFTIkUFU","2019/5/22",1,0.106600358,"Honduras","Trujillo",15.9104,-85.96
"780","Start Up No.1,072: Huawei planning Android alternative, US EPA__ memory hole solution, Facebook and Google__ media money influence, and more https://t.co/zet2X5N93n https://t.co/FowUcYIYir","2019/5/22",2,0.242467158,"India","Silvassa",20.2666,73.0166
"781","Google puts Huawei Android suspension on hold _ Business Insider https://t.co/dTjqbFfGMR","2019/5/22",1,-0.138675049,"China","Handan",36.58,114.48
"782","@send__noodles_ Google ne Huawei ka Android licence cancel kr dya __","2019/5/22",4,-0.226133508,"United States","Washington",38.9047,-77.0163
"783","@mebinshad @Huawei @HuaweiMobile @HuaweiDeviceUSA @huaweimobileph @honor @Google @GooglePlay @Android @sundarpichai @maemo @meego @Linux @opengl @realDonaldTrump No need AOSP is enough, and kick right in the ass of @Google","2019/5/22",2,-0.132287566,"Korea, North","Chongju",39.6813,125.2163
"784","Trump is smart, but this ban will prove detrimental for both parties...._¤·_____ï¸ #huaweiban #GoogleIO2019
Google removes Huawei Mate 20 Pro from the Android Q beta program  https://t.co/O3a9zXvQpy","2019/5/22",1,0.556776436,"China","Yishui",35.7904,118.62
"785","Huawei phone to lose Android, their laptops now losing Microsoft. Quad-core and intels already pulled out of Huawei too. 

Well, they're building their own OS which some Nigerians believe will overtake Apple, Android, Google and Microsoft. https://t.co/nJYP24YtzR","2019/5/22",1,-0.009327949,"Japan","Yamagata",38.2705,140.32
"786","Postponing the launch of the new Huawei model

The announcement is known after Google's parent, Alphabet, will choose not to allow updates to its Android system on the phones of that Chinese company.  Softbank part of the powerful technological conglomerate of the same name https://t.co/vlIYFLrIYW","2019/5/22",2,0.135992056,"Greenland","Nuuk",64.1983,-51.7327
