Country,Country code,X,Y,Airline,Notice
South Africa,ZAF,24.669618,-29.999172,Mango Airlines,Gov't passes law that releases funds for Mango
South Africa,ZAF,24.669618,-29.999172,Air Link,Eswatini Airlink cancels flights to Johannesburg because of civil unrest in Eswatini
South Africa,ZAF,24.669618,-29.999172,Mango Airlines,Mango Airlines adjusts flights after curfew imposed because of COVID-19
United Arab Emirates,ARE,53.982339,23.434112,"Etihad, El Al",Etihad Airways and EL AL launch joint codeshare network
Ethiopia,ETH,39.635053,8.631222,Ethiopian,Ethiopia Airlines temporarily suspends Buenos Aires service
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates restarts A380 superjumbo flights to New York and Los Angeles
Ethiopia,ETH,39.635053,8.631222,Ethiopian,Ethiopian Airlines resumes flight to Asmara
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates extends its COVID-19-related suspension of passenger flights until 15JUL21
Ethiopia,ETH,39.635053,8.631222,Ethiopian,"Ethiopian Airlines suspends flights to, from Buenos Aires amid COVID-19 restrictions"
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates flights from UAE to Saudi Arabia suspended until further notice
Europa Island,xFR,40.346587,-22.364862,,
Falkland Islands (Malvinas),FLK,-58.753229,-51.741167,,
Fiji,FJI,177.964016,-17.835777,Fiji Airways,NZ authority grants Fiji Airways approval to operate flights
Finland,FIN,23.308447,61.915867,"Finnair, Juneyao",Finnair and China‚Äôs Juneyao Air seal joint-venture agreement
Finland,FIN,23.308447,61.915867,Finnair,Finnair Sees Passenger Numbers Double From May To Jun-21
Finland,FIN,23.308447,61.915867,Finnair,Finnair Branches Out With Long Haul Flights From Stockholm
Finland,FIN,23.308447,61.915867,Finnair,"Finnair to Launch Non-Stop Flights from Sweden to Bangkok, Phuket and Miami"
France,FRA,2.45652,46.627084,Air France,"China to limit Air France's Paris-to-Tianjin flight to a load factor of 40% cent for four weeks from
07JUN21, due to COVID-19 positive cases among passengers."
France,FRA,2.45652,46.627084,Air France,Air  France Is Expanding Its Caribbean Flights This Summer
France,FRA,2.45652,46.627084,La Compagnie,"La Compagnie launching Tel Aviv, Milan flights starting 22 JUL21"
France,FRA,2.45652,46.627084,Air France-KLM,Air France-KLM expects 60-65% summer capacity amid long-haul uncertainty
France,FRA,2.45652,46.627084,"Air France, Wizz Air",Air France and Wizz CEOs spar over airline regulation
France,FRA,2.45652,46.627084,Air France,Air France trialling IATA travel pass on services to Barcelona and New York JFK
France,FRA,2.45652,46.627084,Air France,Air France to commence Paris-Chennai weekly flight from 26JUN21
France,FRA,2.45652,46.627084,Air France,Air France Tests IATA Travel Pass App on Its Flights Between Montreal-Trudeau and Paris
France,FRA,2.45652,46.627084,Air France,Fees and English in the Electronic Health Passport menu
France,FRA,2.45652,46.627084,Air France,"Air France to add more flights to Colombo, Dubai, Los Angeles, Miami, Nairobi"
France,FRA,2.45652,46.627084,Air France,China to suspend Air France's Tianjin flight for two weeks over COVID-19 cases
France,FRA,2.45652,46.627084,Air France,Air France to launch direct flights from Muscat to Paris
France,FRA,2.45652,46.627084,Air France,Air France resumes flights between Miami and Pointe-a-Pitre
France,FRA,2.45652,46.627084,Air France,Air France Becomes The First European SkyTeam Airline To Serve Denver
France,FRA,2.45652,46.627084,"Air France, KLM",Air France-KLM starts process for major medium-haul jet purchase
French Guiana,GUF,-53.236712,3.921491,,
French Southern Territories,ATF,69.642419,-49.605893,,
Gabon,GAB,11.800744,-0.606228,,
Gambia,GMB,-15.39888,13.453329,,
Gaza,PSE,34.306254,31.323248,,
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will resume direct flights to India
Germany,DEU,10.380614,51.08868,Lufthansa,"German authorities suspend incoming flights from Russian Airlines after Lufthansa did not receive
permission in time"
Germany,DEU,10.380614,51.08868,Eurowings,Eurowings and Oman Air entered Georgian aviation market
Germany,DEU,10.380614,51.08868,Eurowings,Eurowings To Launch Prague Base In October
Germany,DEU,10.380614,51.08868,Lufthansa,"Lufthansa launches ‚Äòtest, drop & fly‚Äô drive-through service"
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will resume flights between Tehran and Vienna from 17 July
Germany,DEU,10.380614,51.08868,Lufthansa,"Lufthansa set to resume flights from Frankfurt to Namibia, Zimbabwe"
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa adds a new route to United States
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will resume flights between Tehran and Vienna from 17JUL1
Germany,DEU,10.380614,51.08868,Eurowings,"Lufthansa's Low-Cost Airline, Eurowings, To Open Base In Prague"
Germany,DEU,10.380614,51.08868,Lufthansa,"Slow Recovery in Long-Haul Travel Weighs Heavily on Emirates, Lufthansa"
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will accept vaccination QR codes for flight check-in
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa tentatively reinstates full US network from second half of Jul-21
Germany,DEU,10.380614,51.08868,TUIfly,Germany‚Äôs First Boeing 737 MAX Goes To TUIfly
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will resume flights between North Carolina's Charlotte Douglas Airport and Munich from 03JUL21
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa will resume flights between North Carolina's Charlotte Douglas Airport and Munich from 03JUL21
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa Group confirms intent to consolidate position in Latin American market
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa to operate direct flights to Cork for first time in 18 years
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa adds Munich to Dubai route
Germany,DEU,10.380614,51.08868,Lufthansa,"Lufthansa, SWISS resume flights to Hong Kong"
Germany,DEU,10.380614,51.08868,Eurowings,Eurowings to expand operations to northern Sweden with new direct routes to Stuttgart from Kiruna and Lule√•
Germany,DEU,10.380614,51.08868,Eurowings,Eurowings to offer flights between Yerevan and Cologne
Germany,DEU,10.380614,51.08868,Eurowings,"Eurowings is adding new destinations from D√ºsseldorf, Cologne/Bonn, Stuttgart and Salzburg"
Germany,DEU,10.380614,51.08868,Lufthansa,Lufthansa to reactivate nearly all routes by Sep-21
Ghana,GHA,-1.205759,7.965053,PassionAir,PassionAir runs demonstration flights to Ho
Gibraltar,GIB,-5.34852,36.137681,,
Glorioso Islands,xFR,47.297676,-11.579769,,
Greece,GRC,22.583055,39.473008,"Aegean Airlines, Volotea",AEGEAN and Volotea Announce Code-Sharing Agreement
Greece,GRC,22.583055,39.473008,Aegean Airlines,Aegean to restore 80% of capacity as losses narrow
Grenada,GRD,-61.683617,12.11436,,
Guadeloupe,GLP,-61.679736,16.159503,,
Guinea,GIN,-11.280731,11.005651,,
Guinea-Bissau,GNB,-14.400762,12.117902,,
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,
Holy See,VAT,12.453166,41.903448,,
Honduras,HND,-86.613529,14.820544,,
Hong Kong,HKG,114.026644,22.397976,Cathay Pacific,Cathay and Airbus working on single pilot ops for long-haul cruise
Howland Island,UMI,-176.61696,0.807086,,
Hungary,HUN,19.412215,47.16514,"Wizz Air, Ryanair",Budget airlines scoop up Italy routes as Alitalia relaunch stalls
Hungary,HUN,19.412215,47.16514,"Wizz Air, Ryanair",Wizz Air to return to Georgian Kutaisi International Airport
Hungary,HUN,19.412215,47.16514,Wizz Air,"Wizz Air will resume flights from Kutaisi, Georgia, to six European countries from 01JUL21"
Hungary,HUN,19.412215,47.16514,Wizz Air,Wizz Air eyes Alitalia's slots as its ITA transition drags
Hungary,HUN,19.412215,47.16514,Wizz Air,Wizz Air Abu Dhabi to launch Baku flights from Aug-14
India,IND,79.357702,22.348341,Vistara Airlines,Vistara postpones launch of flights between Delhi and Tokyo until 7 July
India,IND,79.357702,22.348341,Vistara Airlines,"Vistara postponed Tokyo flight, starting on 07JUL21"
India,IND,79.357702,22.348341,SpiceJet,SpiceJet Not Looking To Resume 737 MAX Operations Right Now
India,IND,79.357702,22.348341,Air India,Air India Express announces flights to Malaysia and Singapore
India,IND,79.357702,22.348341,Air India,Air India allowed operating regular flights to Uzbekistan on Delhi - Tashkent route
India,IND,79.357702,22.348341,Air India,Alliance Air to link Delhi with four non-metros next month
India,IND,79.357702,22.348341,IndiGo Airlines,"IndiGo will restore Delhi, Mumbai and Hyderabad air services from Aurangabad in July"
India,IND,79.357702,22.348341,JetAir Caribbean,JetAir Caribbean starts direct flight from Curacao to Jamaica
India,IND,79.357702,22.348341,Air India,"Air India Express Announces Flight Services From Saudi, Kuwait to India"
India,IND,79.357702,22.348341,SpiceJet,India‚Äôs SpiceJet launches Belgrade charters
India,IND,79.357702,22.348341,SpiceJet,India‚Äôs SpiceJet launches Belgrade charters
India,IND,79.357702,22.348341,Vistara Airlines,Vueling to Operate Newcastle ‚Äì Barcelona Flights
India,IND,79.357702,22.348341,Air India,Air India announces additional flights between India and US
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,Government makes plan to bring out Garuda from critical situation
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,Garuda Indonesia to seek debt payment suspension: government.
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,Garuda Indonesia Yet to Close International Route despite Financial Problems
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,"Garuda Indonesia weighs court-led debt restructuring, to shrink fleet"
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,Garuda Indonesia to remove Melbourne and Perth services from Jul-2021
Indonesia,IDN,113.914701,-0.989601,Garuda Indonesia,Banks assent to Garuda Indonesia debt restructuring
Iran (Islamic Republic of),IRN,54.198056,32.741278,Iranian Airliner,Turkmenistan Turns Away Iranian Airliner For Non-Payment Of Fees
Ireland,IRL,-7.121425,53.252771,Ryanair,UK Launches Action Against Ryanair And British Airways Over Refunds
Ireland,IRL,-7.121425,53.252771,Aer Lingus,Aer Lingus cancels flights to some European destinations because of low demand
Ireland,IRL,-7.121425,53.252771,Aer Lingus,"Aer Lingus cancels several regional flights after Stobart Air ends its contract with airline with
immediate effect"
Ireland,IRL,-7.121425,53.252771,Aer Lingus,Aer Lingus resumes some flights from Belfast City Airport after Stobart Air's closure prompts cancellations
Ireland,IRL,-7.121425,53.252771,Aer Lingus,Aer Lingus cancels summer flights to several European destinations
Ireland,IRL,-7.121425,53.252771,"Ryanair, Wizz Air",Budget airlines scoop up Italy routes as Alitalia relaunch stalls
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates flights to Pakistan will remain suspended till July 15
United Arab Emirates,ARE,53.982339,23.434112,Emirates,"UAE, Saudi Arabia: Emirates suspends its flights between countries amid COVID-19 travel restrictions"
United Arab Emirates,ARE,53.982339,23.434112,Emirates,"Emirates suspends its flights from Pakistan, Bangladesh, Sri Lanka to Dubai until 15JUL21 because of
COVID-19 restrictions"
United Arab Emirates,ARE,53.982339,23.434112,Emirates,"Emirates to Increase Flights to Phuket, Thailand"
United Arab Emirates,ARE,53.982339,23.434112,Air Arabia,"Air Arabia Abu Dhabi launches new service to Baku, Azerbaijan"
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates Airlines operates three flights per day to Amman in Jul-Aug21
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates to resume passenger flights to Mauritius from 15JUL21
United Arab Emirates,ARE,53.982339,23.434112,Emirates,Emirates Banned By Nigeria Again
United Arab Emirates,ARE,53.982339,23.434112,flyDubai,flydubai to Naples and Salzburg from Jul-21
United Arab Emirates,ARE,53.982339,23.434112,flyDubai,"UAE's flyDubai cuts Boeing MAX order by 65, citing post-COVID plans"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,"Some flight restrictions between Kenya and the U.K. have been lifted, effective from 11JUN21"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,TUI,"TUI announces its flight, holiday cancellations through 11JUL21 amid COVID-19 travel restrictions"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,EasyJet,EasyJet shifts Spanish flights from UK to Germany
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"BA, EasyJet, TUI, Jet2",Portugal eases rule forcing Brits to take costly pre-flight PCR test
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,Passengers Travelling From Accra to London Using BA To Land At Heathrow
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,British Airways chief calls UK 'crazy' for not exploiting success of vaccination drive
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,Jet2,Jet2 adds new ski flights to Lyon
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,British Airways launches new routes from Belfast City Airport
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"Virgin Atlantic, Delta Airlines",Delta and Virgin Announce Digital Health Credential
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"TUI, Virging, BA","TUI, Virgin Atlantic, British Airways join 'legal action' against government"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,Virgin Atlantic,Virgin Atlantic is first UK airline due back in SA this week ‚Äì but travel restrictions remain
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,EasyJet,EasyJet axes new Scottish flight routes after Manchester travel ban imposed
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,BA reviewing Gatwick ops ‚Äì report
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,EasyJet,EasyJet cancels flights between Manchester and Scotland following COVID-19 travel ban
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,BA announces return of flights from London to Zagreb and Dubrovnik
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,Jet2,"Jet2 will resume flights to green list destinations from 01JUL21; amber list countries canceled until
14JUL21"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,British Airways to review Gatwick Ops to protect Heathrow slots
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,BA announces return of flights from London to Zagreb and Dubrovnik
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,British Airways,British Airways Set To Almost Double Its Flight Schedule In Jul-21
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,EasyJet,Easyjet launches new flight route to Malta from Liverpool John Lennon Airport
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,Jet2,"Jet2 cancels its flights to COVID-19 amber-list destinations through 18 July; travel to red-list
countries remains suspended until at least 21 July"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"BA, Virgin","BA, Virgin and Heathrow to trial ID process for vaccinated arrivals"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,TUI UK,"TUI releases its latest list of flights and holidays canceled through 21 July because of COVID-19
restrictions"
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,Virgin,Virgin Atlantic boosts Caribbean capacity after green list ‚Äòsurge‚Äô
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,EasyJet,EasyJet starts Gatwick-Belfast City service
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,"BA, Kulula",Kulula and British Airways won‚Äôt fly in South Africa before Sep-21
United States of America,USA,-99.446708,39.40399,"Alaska Airlines, Qatar Airways",American Airlines adds another flight to Florida from RDU
United States of America,USA,-99.446708,39.40399,American Airlines,"AA Expands Austin Operations with 14 New Routes, among them:  Costa Rica, Dominican Republic, Mexico, Puerto Rico."
United States of America,USA,-99.446708,39.40399,American Airlines,AA Ups New York To Delhi Flight To Daily Service
United States of America,USA,-99.446708,39.40399,Delta Airlines,Delta resumed flights between New York and Barcelona
United States of America,USA,-99.446708,39.40399,JetBlue,JetBlue resumes flights between San Jose and Boston after cancelling service due to COVID-19
United States of America,USA,-99.446708,39.40399,Southwest Airlines,Southwest Airlines Planning Big Caribbean Relaunch
United States of America,USA,-99.446708,39.40399,Southwest Airlines,FAA issues nationwide ground-stop for all Southwest Airlines flights after technical issues
United States of America,USA,-99.446708,39.40399,Southwest Airlines,Nationwide ground stop lifted for Southwest Airlines
United States of America,USA,-99.446708,39.40399,Southwest Airlines,Southwest cancels 500 flights after computer glitch grounds fleet
United States of America,USA,-99.446708,39.40399,United Airlines,United Airlines resumes flights to several European destinations from Newark
United States of America,USA,-99.446708,39.40399,American Airlines,"Outages reported at website of American Airlines, websites of other major domestic carriers"
United States of America,USA,-99.446708,39.40399,"American Airlines, Virgin Australia","Websites of American Airlines, Virgin Australia back in service after temporary internet outage affects
numerous companies"
United States of America,USA,-99.446708,39.40399,Southwest Airlines,"Southwest Airlines To Fly Over 9,000 737 MAX Flights In Jul-21"
United States of America,USA,-99.446708,39.40399,JetBlue,JetBlue is already planning to suspend the San Jose-Boston flight it just resumed
United States of America,USA,-99.446708,39.40399,Southwest Airlines,Southwest Airlines Cancels 500 Flights After Computer Glitch Grounds Fleet
United States of America,USA,-99.446708,39.40399,"Delta Airlines, Virgin Atlantic",Delta and Virgin Announce Digital Health Credential
United States of America,USA,-99.446708,39.40399,Delta,"Delta Air Lines will resume flights from New York to Lagos from 8JUL21 and between Atlanta and
Johannesburg from 01AUG21"
United States of America,USA,-99.446708,39.40399,Hawaiian Airlines,"Hawaiian Airlines will resume flights to Tahiti from 7 August; travelers from French Polynesia with
negative COVID-19 test allowed to enter Hawaii quarantine free from 21
June"
United States of America,USA,-99.446708,39.40399,American Airlines,"American Airlines flight cancellations expected to continue until mid-July 2021 because of staff
shortage, other factors"
United States of America,USA,-99.446708,39.40399,JetBlue,"JetBlue‚Äôs International Presence Grows As Service Between Both Coasts and Los Cabos, Mexico Takes
Flight"
United States of America,USA,-99.446708,39.40399,Delta,Delta Axes Plans For Cape Town Flights
United States of America,USA,-99.446708,39.40399,Frontier,Frontier Adds COVID-19 Surcharge to Tickets
United States of America,USA,-99.446708,39.40399,"Delta, Kenya Airways",Delta and Kenya Airways expand codesharing
United States of America,USA,-99.446708,39.40399,Delta,Delta resumes more trans-Atlantic flights as Europe reopens for U.S. travelers
United States of America,USA,-99.446708,39.40399,Southwest Airlines,"Southwest Air's Kelly to Exit as CEO, Jordan Named Successor"
United States of America,USA,-99.446708,39.40399,Cape Air,Launching St Thomas-Anguilla Flights
United States of America,USA,-99.446708,39.40399,United Airlines,Blockbuster United Airlines Aircraft Order Next Week
United States of America,USA,-99.446708,39.40399,JutBlue,"Jet Blue to resume non-stop flights between New York City and San Jose, California"
United States of America,USA,-99.446708,39.40399,Delta,"Delta's Cape Town flights may be halted for now, but other carriers are coming on board"
United States of America,USA,-99.446708,39.40399,Southwest Airlines,"Southwest cancels hundreds of flights on 25, 26 June ahead of summer storms"
United States of America,USA,-99.446708,39.40399,Southwest Airlines,"Southwest Airlines' cancellations, delays expected to continue on 27 June"
United States of America,USA,-99.446708,39.40399,Frontier Airlines,New Nonstop Flights Between Miami and Nassau
United States of America,USA,-99.446708,39.40399,Alaska Airlines,"Alaska Airlines Ends Flights Between JFK & LAX, Adjusts NYC Strategy"
United States of America,USA,-99.446708,39.40399,JetBlue,JetBlue Is Launching New Nonstop Flights to Antigua
United States of America,USA,-99.446708,39.40399,United Airlines,United Airlines closes in on $30 bln post-pandemic jet order
United States of America,USA,-99.446708,39.40399,United Airlines,United Airlines orders 270 Boeing and Airbus jets (200 Boeing 737 MAX and 70 Airbus A321neo planes)
United States of America,USA,-99.446708,39.40399,Eastern Airlines,"Eastern Airlines halts Miami-Guayaquil flights, suspends Miami-Belo Horizonte operations until
30AUG21; JetBlue begins Guayaquil-New York service 06AUG21"
United States of America,USA,-99.446708,39.40399,United Airlines,"United adds Dulles flights to Athens, Frankfurt in Aug-21"
United States of America,USA,-99.446708,39.40399,American Airlines,American Airlines just added new routes from MIA to two Latin American countries
United States of America,USA,-99.446708,39.40399,Delta Airlines,SA rejects Delta Airlines flights to Cape Town
United States of America,USA,-99.446708,39.40399,Southwest Airlines,Southwest Airlines inflames the battle to win corporate travellers
United States of America,USA,-99.446708,39.40399,American Airlines,American Airlines adds a seventh destination in Colombia: San Andr√©s Island starting 04DEC21
United States of America,USA,-99.446708,39.40399,Southwest Airlines,"Southwest has restarted regular flights to Guanacaste, Costa Rica, on 05JUL21"
United States of America,USA,-99.446708,39.40399,Delta Airlines,"Delta Air Lines: London Heathrow - Proving trials to launch for fully vaccinated customers; British Airways,
Virgin Atlantic and Heathrow launch proving trials to simplify travel rules
for fully vaccinated passengers"
United States of America,USA,-99.446708,39.40399,Spirit Airlines,Spirit Airlines resumes international operations from Orlando
United States of America,USA,-99.446708,39.40399,United Airlines,United Airlines expanding routes to Costa Rica as travel rebounds
United States of America,USA,-99.446708,39.40399,Frontier,Frontier Airlines Launches Nonstop Flights from Miami to St. Maarten
Uruguay,URY,-56.017306,-32.796996,,Alaska Airlines And Qatar Airways File For US Codeshares
Venezuela,VEN,-66.154434,7.122874,CONVIASA,Conviasa‚Äôs Interesting A340 Flight From Venezuela To Qatar
Viet Nam,VNM,105.802499,10.096431,Bamboo Airways,Bamboo Airways to trial digital health pass
Viet Nam,VNM,105.802499,10.096431,Vietnam Airlines,Vietnam Airlines Gets The Green Light For Canada Flights
Viet Nam,VNM,105.802499,10.096431,Bamboo Airways,Bamboo Airways to Operate First US Flights via San Francisco
Wake Island,WAK,166.646462,19.278314,,
Wallis and Futuna,WLF,-176.20431,-13.285184,,
West Bank,PSE,35.256944,31.943484,,
Western Sahara,ESH,-13.135324,24.662235,,
Zimbabwe,ZWE,29.869096,-19.000755,Air Zimbabwe,Minister appoints Air Zimbabwe interim board
Zimbabwe,ZWE,29.869096,-19.000755,FastJet Zimbabwe,"LOW-COST carrier, Fastjet Zimbabwe, has introduced double daily flights between Bulawayo, the second
largest city and Johannesburg"
Zimbabwe,ZWE,29.869096,-19.000755,Air Zimbabwe,Air Zimbabwe still in process of acquiring second Embraer
South Africa,ZAF,24.669618,-29.999172,"Kulula, BA",Kulula and British Airways suspends all flights from Monday
South Africa,ZAF,24.669618,-29.999172,Comair,"Comair suspends all scheduled Kulula, British Airways flights from 05JUL21 until 30JUL21amid COVID-19
lockdown, travel restrictions"
South Africa,ZAF,24.669618,-29.999172,CemAir,CemAir stays in the air despite lockdown restrictions 'to retain trust'
South Africa,ZAF,24.669618,-29.999172,SAA,South African Airways reaches settlement with McKinsey following inquiry
South Africa,ZAF,24.669618,-29.999172,Comair,Comair suspends flights until end of August owing to extended level 4 lockdown
South Africa,ZAF,24.669618,-29.999172,Comair,South Africa's Comair seeks new financial support
Saudi Arabia,SAU,44.547567,24.125926,Saudi Arabian Airlines,All Set for Rollout of Digital Travel Pass
South Georgia and the South Sandwich Islands,SGS,-36.678835,-54.378486,,
South Sudan,SSD,30.326187,7.290839,,
Sovereignty unsettled,xxx,35.17027,31.739991,,
Spain,ESP,-3.553995,40.392124,Air Europa,Air Europa to reinstate 87% of long-haul routes in Jul-21
Spain,ESP,-3.553995,40.392124,Iberia,Iberia Doubles Down In Italy With Planned Growth In Jul-21
Spain,ESP,-3.553995,40.392124,"Vueling, KLM","Vueling introduce Barcelona-Zagreb flights, KLM boosts Split operations"
Spain,ESP,-3.553995,40.392124,Iberia,Iberia continues partnership with South Summit start-up and investor event
Spain,ESP,-3.553995,40.392124,Iberia,"Iberia to resume regular Madrid-Morocco services from 25 July following COVID-19-related
suspension"
Spain,ESP,-3.553995,40.392124,Air Europa,Air Europa Restarts Its Flights to New York
Spain,ESP,-3.553995,40.392124,Binter,"Canary Islands Airline Binter Eyes First Connection To France, Italy"
Spain,ESP,-3.553995,40.392124,UEP FLY,A new Balearic airline UEP FLY will start inter-island flights from 15JUL21
Spain,ESP,-3.553995,40.392124,Vueling,Vueling to Operate Newcastle ‚Äì Barcelona Flights
Spain,ESP,-3.553995,40.392124,Air Nostrum,"Iberia Regional Air Nostrum to offer 240,000 seats across 29 routes in summer 2021"
Spain,ESP,-3.553995,40.392124,Air Europa,Air Europa Resumes Flights to Santo Domingo
Spratly Islands,xSI,114.284872,11.052405,,
Sri Lanka,LKA,80.702028,7.610407,Sri Lankan Airlines,Sri Lankan Airlines  and Aeroflot to fly direct Moscow to Colombo
Sudan,SDN,29.957256,16.026819,Sudan Airways,Struggling Sudan Airways signs agreement with Lufthansa Consulting
Suriname,SUR,-55.905196,4.1356,Suriname Airlines,The government of Suriname is considering privatizing Suriname Airlines
Svalbard and Jan Mayen Islands,SJM,13.378671,78.825308,,
Sweden,SWE,14.377534,60.601031,SAS,SAS increases flights from Scandinavia to the United States
Switzerland,CHE,8.223234,46.9685,Swiss,The government of Suriname is considering privatizing Suriname Airlines
Thailand,THA,101.020295,15.130893,Thai Airways International,Thai Airways clears legal hurdles to launch rehab plan
Thailand,THA,101.020295,15.130893,Thai Airways International,Thai Airways acting CEO resigned from the post
Thailand,THA,101.020295,15.130893,Bangkok Airways,Bangkok Airways will resume Bangkok-Trat and Phuket-Samui direct routes
Thailand,THA,101.020295,15.130893,Bangkok Airways,Bangkok Airways to Operate 'Sealed Flights' Between Suvarnabhumi and Samui
Thailand,THA,101.020295,15.130893,Air Asia,Thai AirAsia cancels all domestic flights from 10-31JUL21 to reduce COVID-19 spread
Thailand,THA,101.020295,15.130893,Thai Airways International,Thai Airways Now Flying To 13 Airports In 10 Countries
Timor-Leste,TLS,125.945119,-8.797487,,
Togo,TGO,0.978236,8.532744,ASKY,ASKY to commence Lome-Cotonou-Kinshasa service in Jul-2021
Tokelau,TKL,-172.47418,-8.554768,,
Tonga,TON,-175.27529,-21.159087,,
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,Caribbean Airlines will resume flights between Georgetown and Miami from 16 June
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,"Caribbean Airlines cuts staff, fleet as it restructures for a post-Covid world"
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,Caribbean Airlines Ltd (CAL) to reduce fleet to 13 aircraft
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,Caribbean Airlines 737 Max 8 and its choice
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,"CAL to restructure ops in Trinidad & Tobago, Jamaica"
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,CAL announces flights into T&T from 17JUL21
Trinidad and Tobago,TTO,-61.296613,10.423121,Caribbean Airlines Limited,"CAL resumes flights to NY, Toronto, Caribbean islands"
Tromelin Island,xFR,54.524013,-15.891713,,
Tunisia,TUN,9.560349,33.774827,Tunisair,Tunisair Express Soon On Tunis-Rome Route
Tunisia,TUN,9.560349,33.774827,Tunisair,Tunisair Express to inaugurate Djerba-Tripoli flight next 08JUL21
Tunisia,TUN,9.560349,33.774827,Tunisair,Libya: Tunisair Suspends Libya Flights
Turkey,TUR,35.432387,38.988934,Turkish Airlines,"Turkish Airlines passenger traffic declines 63.6% in May-2021, compared to May-2019"
Turkey,TUR,35.432387,38.988934,Turkish Airlines,Turkish Airlines to resume Istanbul-Havana service from Jun-2021
Turkey,TUR,35.432387,38.988934,Turkish Airlines,Turkish Airlines announces 10 weekly Dhaka-Istanbul flights from Jul-21
Turkey,TUR,35.432387,38.988934,Turkish Airlines,Turkish Airlines Adding Dallas & Denver Flights
Turkey,TUR,35.432387,38.988934,Sun Express,Sun Express to receive nine 737 MAX 8s in 2021
Turkey,TUR,35.432387,38.988934,Turkish Airlines,Turkish Airlines to increase frequency to Bogota and Panama City from Jul-21 to Oct-21
Turkey,TUR,35.432387,38.988934,Turkish Airlines,"Flights from Kathmandu to Istanbul for transit passengers will not be affected, says Turkish Airlines"
