,id,title,genre
2303,8078,Alien: Resurrection,Horror
2304,8078,Alien: Resurrection,Action
2305,7485,Shooter,Action
2306,7485,Shooter,Drama
2307,7485,Shooter,Mystery
2308,7485,Shooter,Thriller
2309,7485,Shooter,Crime
2310,170687,The Boxtrolls,Animation
2311,170687,The Boxtrolls,Comedy
2312,170687,The Boxtrolls,Family
2313,170687,The Boxtrolls,Fantasy
2314,6435,Practical Magic,Drama
2315,6435,Practical Magic,Fantasy
2316,6435,Practical Magic,Comedy
2317,137106,The Lego Movie,Adventure
2318,137106,The Lego Movie,Animation
2319,137106,The Lego Movie,Comedy
2320,137106,The Lego Movie,Family
2321,137106,The Lego Movie,Fantasy
2322,10040,Miss Congeniality 2: Armed and Fabulous,Action
2323,10040,Miss Congeniality 2: Armed and Fabulous,Comedy
2324,6278,Reign of Fire,Adventure
2325,6278,Reign of Fire,Action
2326,6278,Reign of Fire,Fantasy
2327,82682,Gangster Squad,Crime
2328,82682,Gangster Squad,Drama
2329,82682,Gangster Squad,Action
2330,82682,Gangster Squad,Thriller
2331,17610,Year One,Comedy
2332,17610,Year One,Adventure
2333,22954,Invictus,Drama
2334,22954,Invictus,History
2335,16995,State of Play,Action
2336,16558,Duplicity,Romance
2337,16558,Duplicity,Comedy
2338,16558,Duplicity,Crime
2339,9849,My Favorite Martian,Comedy
2340,9849,My Favorite Martian,Drama
2341,9849,My Favorite Martian,Family
2342,9849,My Favorite Martian,Science Fiction
2343,5820,The Sentinel,Action
2344,5820,The Sentinel,Thriller
2345,5820,The Sentinel,Crime
2346,16866,Planet 51,Science Fiction
2347,16866,Planet 51,Animation
2348,16866,Planet 51,Family
2349,16866,Planet 51,Comedy
2350,16866,Planet 51,Adventure
2351,201,Star Trek: Nemesis,Science Fiction
2352,201,Star Trek: Nemesis,Action
2353,201,Star Trek: Nemesis,Adventure
2354,201,Star Trek: Nemesis,Thriller
2355,11775,Intolerable Cruelty,Crime
2356,11775,Intolerable Cruelty,Comedy
2357,11775,Intolerable Cruelty,Romance
2358,87825,Trouble with the Curve,Drama
2359,87825,Trouble with the Curve,Romance
2360,12201,Edge of Darkness,Crime
2361,12201,Edge of Darkness,Drama
2362,12201,Edge of Darkness,Mystery
2363,12201,Edge of Darkness,Thriller
2364,11015,The Relic,Horror
2365,11015,The Relic,Mystery
2366,11015,The Relic,Thriller
2367,9932,Analyze That,Comedy
2368,9932,Analyze That,Crime
2369,13389,Righteous Kill,Action
2370,13389,Righteous Kill,Crime
2371,13389,Righteous Kill,Drama
2372,13389,Righteous Kill,Thriller
2373,8838,Mercury Rising,Action
2374,8838,Mercury Rising,Crime
2375,8838,Mercury Rising,Drama
2376,8838,Mercury Rising,Thriller
2377,17332,The Soloist,Drama
2378,4958,The Legend of Bagger Vance,Fantasy
2379,4958,The Legend of Bagger Vance,Drama
2380,786,Almost Famous,Drama
2381,786,Almost Famous,Music
2382,9513,Garfield: A Tail of Two Kitties,Animation
2383,9513,Garfield: A Tail of Two Kitties,Comedy
2384,9513,Garfield: A Tail of Two Kitties,Family
2385,11679,xXx: State of the Union,Action
2386,11679,xXx: State of the Union,Adventure
2387,11679,xXx: State of the Union,Crime
2388,11679,xXx: State of the Union,Drama
2389,11679,xXx: State of the Union,Mystery
2390,11679,xXx: State of the Union,Thriller
2391,38321,Priest,Action
2392,38321,Priest,Science Fiction
2393,38321,Priest,Fantasy
2394,38321,Priest,Thriller
2395,38321,Priest,Horror
2396,14411,Sinbad: Legend of the Seven Seas,Family
2397,14411,Sinbad: Legend of the Seven Seas,Animation
2398,14411,Sinbad: Legend of the Seven Seas,Adventure
2399,8413,Event Horizon,Horror
2400,8413,Event Horizon,Science Fiction
2401,8413,Event Horizon,Mystery
2402,10052,Dragonfly,Drama
2403,9676,The Black Dahlia,Drama
2404,9664,Flyboys,Action
2405,9664,Flyboys,Adventure
2406,9664,Flyboys,Drama
2407,9664,Flyboys,History
2408,9664,Flyboys,Romance
2409,9664,Flyboys,War
2410,2100,The Last Castle,Action
2411,2100,The Last Castle,Drama
2412,2100,The Last Castle,Thriller
2413,10384,Supernova,Horror
2414,10384,Supernova,Science Fiction
2415,10384,Supernova,Thriller
2416,137321,Winter's Tale,Drama
2417,137321,Winter's Tale,Fantasy
2418,137321,Winter's Tale,Mystery
2419,137321,Winter's Tale,Romance
2420,123553,The Mortal Instruments: City of Bones,Action
2421,123553,The Mortal Instruments: City of Bones,Adventure
2422,123553,The Mortal Instruments: City of Bones,Drama
2423,123553,The Mortal Instruments: City of Bones,Mystery
2424,123553,The Mortal Instruments: City of Bones,Romance
2425,123553,The Mortal Instruments: City of Bones,Fantasy
2426,11260,Meet Dave,Comedy
2427,11260,Meet Dave,Science Fiction
2428,11260,Meet Dave,Adventure
2429,11260,Meet Dave,Family
2430,9009,Dark Water,Drama
2431,9009,Dark Water,Horror
2432,9009,Dark Water,Thriller
2433,11374,Edtv,Comedy
2434,2309,Inkheart,Adventure
2435,2309,Inkheart,Family
2436,2309,Inkheart,Fantasy
2437,8285,The Spirit,Action
2438,8285,The Spirit,Comedy
2439,8285,The Spirit,Thriller
2440,8285,The Spirit,Crime
2441,8285,The Spirit,Science Fiction
2442,210860,Mortdecai,Comedy
2443,210860,Mortdecai,Adventure
2444,2312,In the Name of the King: A Dungeon Siege Tale,Adventure
2445,2312,In the Name of the King: A Dungeon Siege Tale,Fantasy
2446,2312,In the Name of the King: A Dungeon Siege Tale,Action
2447,2312,In the Name of the King: A Dungeon Siege Tale,Drama
2448,9839,Beyond Borders,Drama
2449,9839,Beyond Borders,Romance
2450,9839,Beyond Borders,Adventure
2451,9839,Beyond Borders,War
2452,381902,The Monkey King 2,Action
2453,381902,The Monkey King 2,Adventure
2454,381902,The Monkey King 2,Fantasy
2455,13922,The Great Raid,Action
2456,13922,The Great Raid,History
2457,13922,The Great Raid,War
2458,293660,Deadpool,Action
2459,293660,Deadpool,Adventure
2460,293660,Deadpool,Comedy
2461,9713,Holy Man,Drama
2462,9713,Holy Man,Comedy
2463,190859,American Sniper,War
2464,190859,American Sniper,Action
2465,257445,Goosebumps,Adventure
2466,257445,Goosebumps,Horror
2467,257445,Goosebumps,Comedy
2468,9007,Just Like Heaven,Comedy
2469,9007,Just Like Heaven,Fantasy
2470,9007,Just Like Heaven,Romance
2471,889,The Flintstones in Viva Rock Vegas,Science Fiction
2472,889,The Flintstones in Viva Rock Vegas,Comedy
2473,889,The Flintstones in Viva Rock Vegas,Family
2474,889,The Flintstones in Viva Rock Vegas,Romance
2475,1370,Rambo III,Action
2476,1370,Rambo III,Adventure
2477,1370,Rambo III,Thriller
2478,1370,Rambo III,War
2479,4942,Leatherheads,Comedy
2480,4942,Leatherheads,Romance
2481,4942,Leatherheads,Drama
2482,347969,The Ridiculous 6,Comedy
2483,347969,The Ridiculous 6,Western
2484,24438,Did You Hear About the Morgans?,Comedy
2485,116741,The Internship,Comedy
2486,35791,Resident Evil: Afterlife,Action
2487,35791,Resident Evil: Afterlife,Adventure
2488,35791,Resident Evil: Afterlife,Horror
2489,35791,Resident Evil: Afterlife,Science Fiction
2490,72431,Red Tails,Drama
2491,72431,Red Tails,Action
2492,72431,Red Tails,Adventure
2493,72431,Red Tails,History
2494,72431,Red Tails,War
2495,1813,The Devil's Advocate,Drama
2496,1813,The Devil's Advocate,Horror
2497,1813,The Devil's Advocate,Mystery
2498,1813,The Devil's Advocate,Thriller
2499,87428,That's My Boy,Comedy
2500,8840,DragonHeart,Fantasy
2501,10589,After the Sunset,Action
2502,10589,After the Sunset,Comedy
2503,10589,After the Sunset,Crime
2504,10589,After the Sunset,Drama
2505,71676,Ghost Rider: Spirit of Vengeance,Action
2506,71676,Ghost Rider: Spirit of Vengeance,Fantasy
2507,71676,Ghost Rider: Spirit of Vengeance,Thriller
2508,1722,Captain Corelli's Mandolin,Drama
2509,1722,Captain Corelli's Mandolin,History
2510,1722,Captain Corelli's Mandolin,Romance
2511,10022,The Pacifier,Action
2512,10022,The Pacifier,Comedy
2513,10022,The Pacifier,Drama
2514,10022,The Pacifier,Family
2515,10022,The Pacifier,Thriller
2516,11358,Walking Tall,Adventure
2517,11358,Walking Tall,Drama
2518,11358,Walking Tall,Action
2519,11358,Walking Tall,Thriller
2520,13,Forrest Gump,Comedy
2521,13,Forrest Gump,Drama
2522,13,Forrest Gump,Romance
2523,6477,Alvin and the Chipmunks,Comedy
2524,6477,Alvin and the Chipmunks,Music
2525,6477,Alvin and the Chipmunks,Family
2526,6477,Alvin and the Chipmunks,Fantasy
2527,6477,Alvin and the Chipmunks,Animation
2528,1597,Meet the Parents,Comedy
2529,1597,Meet the Parents,Romance
2530,10530,Pocahontas,Adventure
2531,10530,Pocahontas,Animation
2532,10530,Pocahontas,Drama
2533,10530,Pocahontas,Family
2534,1924,Superman,Action
2535,1924,Superman,Adventure
2536,1924,Superman,Fantasy
2537,1924,Superman,Science Fiction
2538,9327,The Nutty Professor,Fantasy
2539,9327,The Nutty Professor,Comedy
2540,9327,The Nutty Professor,Romance
2541,9327,The Nutty Professor,Science Fiction
2542,8488,Hitch,Comedy
2543,8488,Hitch,Drama
2544,8488,Hitch,Romance
2545,10603,George of the Jungle,Adventure
2546,10603,George of the Jungle,Comedy
2547,10603,George of the Jungle,Family
2548,10603,George of the Jungle,Romance
2549,8273,American Wedding,Comedy
2550,8273,American Wedding,Romance
2551,109424,Captain Phillips,Action
2552,109424,Captain Phillips,Drama
2553,109424,Captain Phillips,Thriller
2554,35056,Date Night,Comedy
2555,8839,Casper,Fantasy
2556,8839,Casper,Comedy
2557,8839,Casper,Family
2558,156022,The Equalizer,Thriller
2559,156022,The Equalizer,Action
2560,156022,The Equalizer,Crime
2561,7303,Maid in Manhattan,Comedy
2562,7303,Maid in Manhattan,Drama
2563,7303,Maid in Manhattan,Romance
2564,8963,Crimson Tide,Action
2565,8963,Crimson Tide,Thriller
2566,8963,Crimson Tide,Drama
2567,1402,The Pursuit of Happyness,Drama
2568,9315,Flightplan,Thriller
2569,9315,Flightplan,Drama
2570,9315,Flightplan,Mystery
2571,8984,Disclosure,Drama
2572,8984,Disclosure,Thriller
2573,8984,Disclosure,Crime
2574,8984,Disclosure,Mystery
2575,8984,Disclosure,Romance
2576,795,City of Angels,Drama
2577,795,City of Angels,Fantasy
2578,795,City of Angels,Romance
2579,24,Kill Bill: Vol. 1,Action
2580,24,Kill Bill: Vol. 1,Crime
2581,11353,Bowfinger,Comedy
2582,393,Kill Bill: Vol. 2,Action
2583,393,Kill Bill: Vol. 2,Crime
2584,393,Kill Bill: Vol. 2,Thriller
2585,9618,Tango & Cash,Action
2586,9618,Tango & Cash,Adventure
2587,9618,Tango & Cash,Comedy
2588,9374,Death Becomes Her,Fantasy
2589,9374,Death Becomes Her,Comedy
2590,8584,Shanghai Noon,Adventure
2591,8584,Shanghai Noon,Action
2592,8584,Shanghai Noon,Comedy
2593,8584,Shanghai Noon,Western
2594,2320,Executive Decision,Action
2595,2320,Executive Decision,Adventure
2596,2320,Executive Decision,Drama
2597,2320,Executive Decision,Thriller
2598,58224,Mr. Popper's Penguins,Comedy
2599,58224,Mr. Popper's Penguins,Family
2600,1729,The Forbidden Kingdom,Action
2601,1729,The Forbidden Kingdom,Adventure
2602,1729,The Forbidden Kingdom,Fantasy
2603,175574,Free Birds,Animation
2604,175574,Free Birds,Comedy
2605,175574,Free Birds,Family
2606,8077,Alien³,Science Fiction
2607,8077,Alien³,Action
2608,8077,Alien³,Horror
2609,8818,Evita,History
2610,8818,Evita,Drama
2611,8818,Evita,Music
2612,8195,Ronin,Action
2613,8195,Ronin,Thriller
2614,8195,Ronin,Crime
2615,8195,Ronin,Adventure
2616,10586,The Ghost and the Darkness,Adventure
2617,116149,Paddington,Family
2618,116149,Paddington,Comedy
2619,80035,The Watch,Comedy
2620,10632,The Hunted,Drama
2621,10632,The Hunted,Action
2622,10632,The Hunted,Thriller
2623,10632,The Hunted,Crime
2624,12117,Instinct,Drama
2625,12117,Instinct,Mystery
2626,12117,Instinct,Thriller
2627,1792,Stuck on You,Comedy
2628,13260,Semi-Pro,Comedy
2629,72197,The Pirates! In an Adventure with Scientists!,Animation
2630,72197,The Pirates! In an Adventure with Scientists!,Adventure
2631,72197,The Pirates! In an Adventure with Scientists!,Family
2632,72197,The Pirates! In an Adventure with Scientists!,Comedy
2633,3580,Changeling,Crime
2634,3580,Changeling,Drama
2635,3580,Changeling,Mystery
2636,12123,Chain Reaction,Action
2637,12123,Chain Reaction,Drama
2638,12123,Chain Reaction,Science Fiction
2639,12123,Chain Reaction,Thriller
2640,9566,The Fan,Drama
2641,9566,The Fan,Mystery
2642,9566,The Fan,Thriller
2643,9833,The Phantom of the Opera,Thriller
2644,9833,The Phantom of the Opera,Drama
2645,9833,The Phantom of the Opera,Romance
2646,4517,Elizabeth: The Golden Age,Drama
2647,4517,Elizabeth: The Golden Age,History
2648,4517,Elizabeth: The Golden Age,Romance
2649,8202,Æon Flux,Action
2650,8202,Æon Flux,Science Fiction
2651,16072,Gods and Generals,Drama
2652,16072,Gods and Generals,History
2653,16072,Gods and Generals,War
2654,34314,Turbulence,Action
2655,34314,Turbulence,Thriller
2656,34314,Turbulence,Crime
2657,19724,Imagine That,Comedy
2658,145220,Muppets Most Wanted,Comedy
2659,145220,Muppets Most Wanted,Adventure
2660,145220,Muppets Most Wanted,Crime
2661,145220,Muppets Most Wanted,Family
2662,14623,Thunderbirds,Action
2663,14623,Thunderbirds,Adventure
2664,14623,Thunderbirds,Comedy
2665,14623,Thunderbirds,Family
2666,14623,Thunderbirds,Fantasy
2667,14623,Thunderbirds,Science Fiction
2668,42297,Burlesque,Drama
2669,42297,Burlesque,Romance
2670,2841,A Very Long Engagement,Drama
2671,802,Lolita,Drama
2672,802,Lolita,Romance
2673,10375,D-Tox,Action
2674,10375,D-Tox,Thriller
2675,36586,Blade II,Fantasy
2676,36586,Blade II,Horror
2677,36586,Blade II,Action
2678,36586,Blade II,Thriller
2679,11321,Seven Pounds,Drama
2680,70074,Bullet to the Head,Action
2681,70074,Bullet to the Head,Crime
2682,70074,Bullet to the Head,Thriller
2683,242,The Godfather: Part III,Crime
2684,242,The Godfather: Part III,Drama
2685,242,The Godfather: Part III,Thriller
2686,9621,Elizabethtown,Comedy
2687,9621,Elizabethtown,Drama
2688,9621,Elizabethtown,Romance
2689,1819,"You, Me and Dupree",Comedy
2690,1819,"You, Me and Dupree",Romance
2691,8536,Superman II,Action
2692,8536,Superman II,Adventure
2693,8536,Superman II,Fantasy
2694,8536,Superman II,Science Fiction
2695,8046,Gigli,Drama
2696,1717,All the King's Men,Drama
2697,1717,All the King's Men,Thriller
2698,479,Shaft,Action
2699,479,Shaft,Adventure
2700,479,Shaft,Crime
2701,479,Shaft,Thriller
2702,9444,Anastasia,Animation
2703,9444,Anastasia,Family
2704,824,Moulin Rouge!,Drama
2705,824,Moulin Rouge!,Music
2706,824,Moulin Rouge!,Romance
2707,11456,Domestic Disturbance,Mystery
2708,11456,Domestic Disturbance,Thriller
2709,11456,Domestic Disturbance,Crime
2710,261023,Black Mass,Crime
2711,261023,Black Mass,Drama
2712,3683,Flags of Our Fathers,War
2713,3683,Flags of Our Fathers,Drama
2714,3683,Flags of Our Fathers,History
2715,22803,Law Abiding Citizen,Drama
2716,22803,Law Abiding Citizen,Crime
2717,22803,Law Abiding Citizen,Thriller
2718,285923,Grindhouse,Thriller
2719,285923,Grindhouse,Action
2720,285923,Grindhouse,Horror
2721,39437,Beloved,Drama
2722,39437,Beloved,Thriller
2723,1950,Lucky You,Drama
2724,1950,Lucky You,Romance
2725,640,Catch Me If You Can,Drama
2726,640,Catch Me If You Can,Crime
2727,97630,Zero Dark Thirty,Thriller
2728,97630,Zero Dark Thirty,Drama
2729,97630,Zero Dark Thirty,History
2730,9767,The Break-Up,Romance
2731,9767,The Break-Up,Comedy
2732,11631,Mamma Mia!,Comedy
2733,11631,Mamma Mia!,Romance
2734,32856,Valentine's Day,Comedy
2735,32856,Valentine's Day,Romance
2736,6519,The Dukes of Hazzard,Action
2737,6519,The Dukes of Hazzard,Adventure
2738,6519,The Dukes of Hazzard,Comedy
2739,8741,The Thin Red Line,Drama
2740,8741,The Thin Red Line,History
2741,8741,The Thin Red Line,War
2742,49520,The Change-Up,Comedy
2743,1850,Man on the Moon,Comedy
2744,1850,Man on the Moon,Drama
2745,1850,Man on the Moon,Romance
2746,524,Casino,Drama
2747,524,Casino,Crime
2748,26389,From Paris with Love,Action
2749,26389,From Paris with Love,Crime
2750,26389,From Paris with Love,Thriller
2751,11817,Bulletproof Monk,Action
2752,11817,Bulletproof Monk,Comedy
2753,11817,Bulletproof Monk,Fantasy
2754,2123,"Me, Myself & Irene",Comedy
2755,9907,Barnyard,Animation
2756,9907,Barnyard,Comedy
2757,9907,Barnyard,Family
2758,9969,Deck the Halls,Comedy
2759,9969,Deck the Halls,Family
2760,18239,The Twilight Saga: New Moon,Adventure
2761,18239,The Twilight Saga: New Moon,Fantasy
2762,18239,The Twilight Saga: New Moon,Drama
2763,18239,The Twilight Saga: New Moon,Romance
2764,808,Shrek,Adventure
2765,808,Shrek,Animation
2766,808,Shrek,Comedy
2767,808,Shrek,Family
2768,808,Shrek,Fantasy
2769,38050,The Adjustment Bureau,Science Fiction
2770,38050,The Adjustment Bureau,Thriller
2771,38050,The Adjustment Bureau,Romance
2772,8367,Robin Hood: Prince of Thieves,Adventure
2773,9390,Jerry Maguire,Comedy
2774,9390,Jerry Maguire,Drama
2775,9390,Jerry Maguire,Romance
2776,72105,Ted,Comedy
2777,72105,Ted,Fantasy
2778,2898,As Good as It Gets,Comedy
2779,2898,As Good as It Gets,Romance
2780,10312,Patch Adams,Comedy
2781,10312,Patch Adams,Drama
2782,109443,Anchorman 2: The Legend Continues,Comedy
2783,2022,Mr. Deeds,Comedy
2784,2022,Mr. Deeds,Romance
2785,37686,Super 8,Thriller
2786,37686,Super 8,Science Fiction
2787,37686,Super 8,Mystery
2788,462,Erin Brockovich,Drama
2789,9919,How to Lose a Guy in 10 Days,Comedy
2790,9919,How to Lose a Guy in 10 Days,Romance
2791,187017,22 Jump Street,Crime
2792,187017,22 Jump Street,Comedy
2793,187017,22 Jump Street,Action
2794,628,Interview with the Vampire,Horror
2795,628,Interview with the Vampire,Romance
2796,10201,Yes Man,Comedy
2797,302699,Central Intelligence,Action
2798,302699,Central Intelligence,Comedy
2799,9441,Stepmom,Drama
2800,9441,Stepmom,Romance
2801,274167,Daddy's Home,Comedy
2802,224141,Into the Woods,Fantasy
2803,224141,Into the Woods,Comedy
2804,224141,Into the Woods,Music
2805,388,Inside Man,Crime
2806,388,Inside Man,Drama
2807,388,Inside Man,Thriller
2808,2112,Payback,Drama
2809,2112,Payback,Action
2810,2112,Payback,Thriller
2811,2112,Payback,Crime
2812,10329,Congo,Action
2813,10329,Congo,Adventure
2814,10329,Congo,Drama
2815,10329,Congo,Mystery
2816,10329,Congo,Science Fiction
2817,10329,Congo,Thriller
2818,74465,We Bought a Zoo,Drama
2819,74465,We Bought a Zoo,Comedy
2820,74465,We Bought a Zoo,Family
2821,13811,Knowing,Action
2822,13811,Knowing,Adventure
2823,13811,Knowing,Drama
2824,13811,Knowing,Mystery
2825,13811,Knowing,Science Fiction
2826,13811,Knowing,Thriller
2827,6877,Failure to Launch,Comedy
2828,10320,The Ring Two,Drama
2829,10320,The Ring Two,Horror
2830,10320,The Ring Two,Thriller
2831,50646,"Crazy, Stupid, Love.",Comedy
2832,50646,"Crazy, Stupid, Love.",Drama
2833,50646,"Crazy, Stupid, Love.",Romance
2834,8920,Garfield,Animation
2835,8920,Garfield,Comedy
2836,8920,Garfield,Family
2837,13673,Christmas with the Kranks,Comedy
2838,13673,Christmas with the Kranks,Family
2839,60308,Moneyball,Drama
2840,6950,Outbreak,Action
2841,6950,Outbreak,Drama
2842,6950,Outbreak,Science Fiction
2843,6950,Outbreak,Thriller
2844,225574,Non-Stop,Action
2845,225574,Non-Stop,Thriller
2846,225574,Non-Stop,Mystery
2847,13836,Race to Witch Mountain,Adventure
2848,13836,Race to Witch Mountain,Family
2849,13836,Race to Witch Mountain,Fantasy
2850,13836,Race to Witch Mountain,Science Fiction
2851,13836,Race to Witch Mountain,Thriller
2852,13836,Race to Witch Mountain,Action
2853,752,V for Vendetta,Action
2854,752,V for Vendetta,Thriller
2855,752,V for Vendetta,Fantasy
2856,6038,Shanghai Knights,Action
2857,6038,Shanghai Knights,Adventure
2858,6038,Shanghai Knights,Comedy
2859,6038,Shanghai Knights,Western
2860,9975,Curious George,Adventure
2861,9975,Curious George,Animation
2862,9975,Curious George,Comedy
2863,9975,Curious George,Family
2864,11451,Herbie Fully Loaded,Comedy
2865,11451,Herbie Fully Loaded,Family
2866,11451,Herbie Fully Loaded,Adventure
2867,11451,Herbie Fully Loaded,Fantasy
2868,11451,Herbie Fully Loaded,Romance
2869,12103,Don't Say a Word,Thriller
2870,60304,Hansel & Gretel: Witch Hunters,Fantasy
2871,60304,Hansel & Gretel: Witch Hunters,Horror
2872,60304,Hansel & Gretel: Witch Hunters,Action
2873,2251,Unfaithful,Thriller
2874,2251,Unfaithful,Drama
2875,46529,I Am Number Four,Action
2876,46529,I Am Number Four,Thriller
2877,46529,I Am Number Four,Science Fiction
2878,46529,I Am Number Four,Adventure
2879,231,Syriana,Drama
2880,231,Syriana,Thriller
2881,300671,13 Hours: The Secret Soldiers of Benghazi,Action
2882,300671,13 Hours: The Secret Soldiers of Benghazi,Drama
2883,300671,13 Hours: The Secret Soldiers of Benghazi,History
2884,300671,13 Hours: The Secret Soldiers of Benghazi,Thriller
2885,300671,13 Hours: The Secret Soldiers of Benghazi,War
2886,228326,The Book of Life,Romance
2887,228326,The Book of Life,Animation
2888,228326,The Book of Life,Adventure
2889,228326,The Book of Life,Comedy
2890,228326,The Book of Life,Family
2891,228326,The Book of Life,Fantasy
2892,9754,Firewall,Thriller
2893,66,Absolute Power,Crime
2894,66,Absolute Power,Drama
2895,66,Absolute Power,Thriller
2896,4421,G.I. Jane,Action
2897,4421,G.I. Jane,Drama
2898,2649,The Game,Drama
2899,2649,The Game,Thriller
2900,2649,The Game,Mystery
2901,588,Silent Hill,Horror
2902,588,Silent Hill,Mystery
2903,10393,The Replacements,Comedy
2904,71552,American Reunion,Comedy
2905,9631,The Negotiator,Action
2906,9631,The Negotiator,Adventure
2907,9631,The Negotiator,Crime
2908,9631,The Negotiator,Drama
2909,9631,The Negotiator,Mystery
2910,9631,The Negotiator,Thriller
2911,216282,Into the Storm,Action
2912,216282,Into the Storm,Thriller
2913,306,Beverly Hills Cop III,Action
2914,306,Beverly Hills Cop III,Comedy
2915,306,Beverly Hills Cop III,Crime
2916,928,Gremlins 2: The New Batch,Comedy
2917,928,Gremlins 2: The New Batch,Horror
2918,928,Gremlins 2: The New Batch,Fantasy
2919,205587,The Judge,Drama
2920,6623,The Peacemaker,Action
2921,6623,The Peacemaker,Thriller
2922,1577,Resident Evil: Apocalypse,Horror
2923,1577,Resident Evil: Apocalypse,Action
2924,1577,Resident Evil: Apocalypse,Science Fiction
2925,9801,Bridget Jones: The Edge of Reason,Comedy
2926,9801,Bridget Jones: The Edge of Reason,Romance
2927,2116,Out of Time,Thriller
2928,2116,Out of Time,Crime
2929,2116,Out of Time,Drama
2930,9624,On Deadly Ground,Action
2931,9624,On Deadly Ground,Thriller
2932,14199,The Adventures of Sharkboy and Lavagirl,Adventure
2933,14199,The Adventures of Sharkboy and Lavagirl,Family
2934,14199,The Adventures of Sharkboy and Lavagirl,Science Fiction
2935,1907,The Beach,Drama
2936,1907,The Beach,Adventure
2937,1907,The Beach,Romance
2938,1907,The Beach,Thriller
2939,4599,Raising Helen,Drama
2940,4599,Raising Helen,Comedy
2941,4599,Raising Helen,Romance
2942,22832,Ninja Assassin,Action
2943,22832,Ninja Assassin,Crime
2944,22832,Ninja Assassin,Thriller
2945,10390,For Love of the Game,Drama
2946,10390,For Love of the Game,Romance
2947,9879,Striptease,Drama
2948,9879,Striptease,Thriller
2949,9879,Striptease,Crime
2950,38579,Marmaduke,Family
2951,38579,Marmaduke,Comedy
2952,44603,Hereafter,Drama
2953,44603,Hereafter,Fantasy
2954,11892,Murder by Numbers,Crime
2955,11892,Murder by Numbers,Drama
2956,11892,Murder by Numbers,Thriller
2957,9691,Assassins,Action
2958,9691,Assassins,Adventure
2959,9691,Assassins,Crime
2960,9691,Assassins,Thriller
2961,1248,Hannibal Rising,Crime
2962,1248,Hannibal Rising,Drama
2963,1248,Hannibal Rising,Thriller
2964,12220,The Story of Us,Comedy
2965,12220,The Story of Us,Drama
2966,12220,The Story of Us,Romance
2967,72710,The Host,Action
2968,72710,The Host,Adventure
2969,72710,The Host,Romance
2970,72710,The Host,Science Fiction
2971,72710,The Host,Thriller
2972,10782,Basic,Action
2973,10782,Basic,Drama
2974,10782,Basic,Mystery
2975,10782,Basic,Thriller
2976,10782,Basic,Crime
2977,9573,Blood Work,Crime
2978,9573,Blood Work,Drama
2979,9573,Blood Work,Mystery
2980,9573,Blood Work,Thriller
2981,4959,The International,Drama
2982,4959,The International,Thriller
2983,4959,The International,Crime
2984,10061,Escape from L.A.,Action
2985,10061,Escape from L.A.,Adventure
2986,10061,Escape from L.A.,Science Fiction
2987,10061,Escape from L.A.,Thriller
2988,10386,The Iron Giant,Adventure
2989,10386,The Iron Giant,Animation
2990,10386,The Iron Giant,Family
2991,10386,The Iron Giant,Fantasy
2992,10386,The Iron Giant,Science Fiction
2993,421,The Life Aquatic with Steve Zissou,Adventure
2994,421,The Life Aquatic with Steve Zissou,Comedy
2995,421,The Life Aquatic with Steve Zissou,Drama
2996,316152,Free State of Jones,War
2997,316152,Free State of Jones,Action
2998,316152,Free State of Jones,Drama
2999,316152,Free State of Jones,History
3000,316152,Free State of Jones,Thriller
3001,11615,The Life of David Gale,Drama
3002,11615,The Life of David Gale,Thriller
3003,11615,The Life of David Gale,Crime
3004,13498,Man of the House,Comedy
3005,13498,Man of the House,Action
3006,241554,Run All Night,Action
3007,241554,Run All Night,Crime
3008,241554,Run All Night,Drama
3009,241554,Run All Night,Mystery
3010,241554,Run All Night,Thriller
3011,2252,Eastern Promises,Thriller
3012,2252,Eastern Promises,Crime
3013,2252,Eastern Promises,Mystery
3014,11968,Into the Blue,Action
3015,11968,Into the Blue,Thriller
3016,11968,Into the Blue,Adventure
3017,11968,Into the Blue,Crime
3018,10047,The Messenger: The Story of Joan of Arc,Adventure
3019,10047,The Messenger: The Story of Joan of Arc,Drama
3020,10047,The Messenger: The Story of Joan of Arc,Action
3021,10047,The Messenger: The Story of Joan of Arc,History
3022,10047,The Messenger: The Story of Joan of Arc,War
3023,38319,Your Highness,Comedy
3024,69668,Dream House,Drama
3025,69668,Dream House,Thriller
3026,69668,Dream House,Mystery
3027,9770,Mad City,Action
3028,9770,Mad City,Drama
3029,9770,Mad City,Thriller
3030,11212,Baby's Day Out,Action
3031,11212,Baby's Day Out,Adventure
3032,11212,Baby's Day Out,Comedy
3033,11212,Baby's Day Out,Family
3034,10533,The Scarlet Letter,Drama
3035,10533,The Scarlet Letter,History
3036,10533,The Scarlet Letter,Romance
3037,38363,Fair Game,Drama
3038,38363,Fair Game,Thriller
3039,9923,Domino,Action
3040,9923,Domino,Crime
3041,11863,Jade,Action
3042,11863,Jade,Thriller
3043,11863,Jade,Mystery
3044,11863,Jade,Romance
3045,18501,Gamer,Action
3046,18501,Gamer,Thriller
3047,18501,Gamer,Science Fiction
3048,109491,Beautiful Creatures,Fantasy
3049,109491,Beautiful Creatures,Drama
3050,109491,Beautiful Creatures,Romance
3051,9275,Death to Smoochy,Comedy
3052,9275,Death to Smoochy,Crime
3053,9275,Death to Smoochy,Drama
