,id,title,production_companies
3480,752,V for Vendetta,Studio Babelsberg
3481,752,V for Vendetta,DC Comics
3482,752,V for Vendetta,Virtual Studios
3483,752,V for Vendetta,Anarchos Productions
3484,752,V for Vendetta,Silver Pictures
3485,752,V for Vendetta,Warner Bros.
3486,752,V for Vendetta,Medienboard Berlin-Brandenburg
3487,752,V for Vendetta,Fünfte Babelsberg Film
3488,6038,Shanghai Knights,Spyglass Entertainment
3489,6038,Shanghai Knights,Touchstone Pictures
3490,6038,Shanghai Knights,Birnbaum / Barber Productions
3491,6038,Shanghai Knights,Jackie Chan Films Limited
3492,6038,Shanghai Knights,All Knight Productions
3493,9975,Curious George,Imagine Entertainment
3494,9975,Curious George,Universal Pictures
3495,9975,Curious George,Universal Animation Studios
3496,11451,Herbie Fully Loaded,Walt Disney Pictures
3497,11451,Herbie Fully Loaded,Robert Simonds Productions
3498,12103,Don't Say a Word,Village Roadshow Pictures
3499,12103,Don't Say a Word,NPV Entertainment
3500,12103,Don't Say a Word,Regency Enterprises
3501,12103,Don't Say a Word,Kopelson Entertainment
3502,12103,Don't Say a Word,Epsilon Motion Pictures
3503,12103,Don't Say a Word,New Regency Pictures
3504,12103,Don't Say a Word,Furthur Films
3505,60304,Hansel & Gretel: Witch Hunters,Paramount Pictures
3506,60304,Hansel & Gretel: Witch Hunters,Studio Babelsberg
3507,60304,Hansel & Gretel: Witch Hunters,MTV Films
3508,60304,Hansel & Gretel: Witch Hunters,Gary Sanchez Productions
3509,60304,Hansel & Gretel: Witch Hunters,Metro-Goldwyn-Mayer (MGM)
3510,60304,Hansel & Gretel: Witch Hunters,Deutsche Filmförderfonds (DFFF)
3511,2251,Unfaithful,Regency Enterprises
3512,2251,Unfaithful,Fox 2000 Pictures
3513,2251,Unfaithful,Epsilon Motion Pictures
3514,2251,Unfaithful,Unfaithful Filmproduktion GmbH & Co. KG
3515,46529,I Am Number Four,DreamWorks SKG
3516,46529,I Am Number Four,Reliance BIG Entertainment
3517,46529,I Am Number Four,Bay Films
3518,46529,I Am Number Four,Touchstone Pictures
3519,231,Syriana,Section Eight
3520,231,Syriana,Warner Bros.
3521,231,Syriana,Participant Media
3522,231,Syriana,FilmWorks
3523,231,Syriana,4M
3524,231,Syriana,MID Foundation
3525,300671,13 Hours: The Secret Soldiers of Benghazi,Paramount Pictures
3526,300671,13 Hours: The Secret Soldiers of Benghazi,3 Arts Entertainment
3527,300671,13 Hours: The Secret Soldiers of Benghazi,Bay Films
3528,300671,13 Hours: The Secret Soldiers of Benghazi,Latina Pictures
3529,300671,13 Hours: The Secret Soldiers of Benghazi,Dune Films
3530,228326,The Book of Life,Twentieth Century Fox Film Corporation
3531,228326,The Book of Life,Reel FX Creative Studios
3532,228326,The Book of Life,Twentieth Century Fox Animation
3533,228326,The Book of Life,Chatrone
3534,9754,Firewall,Village Roadshow Pictures
3535,9754,Firewall,Thunder Road Pictures
3536,9754,Firewall,Warner Bros.
3537,9754,Firewall,Beacon Pictures
3538,9754,Firewall,Jon Shestack Productions
3539,66,Absolute Power,Columbia Pictures
3540,66,Absolute Power,Castle Rock Entertainment
3541,66,Absolute Power,Malpaso Productions
3542,4421,G.I. Jane,Caravan Pictures
3543,4421,G.I. Jane,Hollywood Pictures
3544,4421,G.I. Jane,First Independent Films
3545,4421,G.I. Jane,Largo Entertainment
3546,4421,G.I. Jane,Scott Free Productions
3547,4421,G.I. Jane,Trap-Two-Zero Productions
3548,2649,The Game,PolyGram Filmed Entertainment
3549,2649,The Game,A&B Producoes
3550,2649,The Game,Popaganda Films
3551,588,Silent Hill,Silent Hill DCP Inc.
3552,588,Silent Hill,Davis-Films
3553,588,Silent Hill,TriStar Pictures
3554,588,Silent Hill,Konami
3555,10393,The Replacements,Warner Bros.
3556,71552,American Reunion,Universal Pictures
3557,9631,The Negotiator,Regency Enterprises
3558,9631,The Negotiator,Warner Bros.
3559,216282,Into the Storm,New Line Cinema
3560,216282,Into the Storm,Village Roadshow Pictures
3561,216282,Into the Storm,Broken Road Productions
3562,216282,Into the Storm,RatPac-Dune Entertainment
3563,306,Beverly Hills Cop III,Paramount Pictures
3564,306,Beverly Hills Cop III,Eddie Murphy Productions
3565,928,Gremlins 2: The New Batch,Amblin Entertainment
3566,928,Gremlins 2: The New Batch,Warner Bros.
3567,205587,The Judge,Village Roadshow Pictures
3568,205587,The Judge,Warner Bros.
3569,205587,The Judge,Big Kid Pictures
3570,205587,The Judge,Team Downey
3571,6623,The Peacemaker,DreamWorks SKG
3572,1577,Resident Evil: Apocalypse,Impact Pictures
3573,1577,Resident Evil: Apocalypse,Constantin Film Ltd.
3574,9801,Bridget Jones: The Edge of Reason,Miramax Films
3575,9801,Bridget Jones: The Edge of Reason,Universal Pictures
3576,9801,Bridget Jones: The Edge of Reason,Studio Canal
3577,9801,Bridget Jones: The Edge of Reason,Working Title Films
3578,9801,Bridget Jones: The Edge of Reason,Atlantic Television
3579,9801,Bridget Jones: The Edge of Reason,Little Bird
3580,2116,Out of Time,Original Film
3581,2116,Out of Time,Monarch Pictures
3582,2116,Out of Time,Metro-Goldwyn-Mayer (MGM)
3583,9624,On Deadly Ground,Warner Bros.
3584,14199,The Adventures of Sharkboy and Lavagirl,Troublemaker Studios
3585,1907,The Beach,Figment Films
3586,4599,Raising Helen,Touchstone Pictures
3587,4599,Raising Helen,Beacon Pictures
3588,4599,Raising Helen,Mandeville Films
3589,22832,Ninja Assassin,Studio Babelsberg
3590,22832,Ninja Assassin,Anarchos Productions
3591,22832,Ninja Assassin,Legendary Pictures
3592,22832,Ninja Assassin,Dark Castle Entertainment
3593,22832,Ninja Assassin,Silver Pictures
3594,22832,Ninja Assassin,Warner Bros.
3595,22832,Ninja Assassin,Medienboard Berlin-Brandenburg
3596,22832,Ninja Assassin,Deutsche Filmförderfonds (DFFF)
3597,22832,Ninja Assassin,Rocklock Films
3598,10390,For Love of the Game,Universal Pictures
3599,10390,For Love of the Game,Beacon Pictures
3600,9879,Striptease,Columbia Pictures
3601,9879,Striptease,Castle Rock Entertainment
3602,38579,Marmaduke,Twentieth Century Fox Film Corporation
3603,44603,Hereafter,Amblin Entertainment
3604,44603,Hereafter,Malpaso Productions
3605,44603,Hereafter,Warner Bros.
3606,44603,Hereafter,"Kennedy/Marshall Company, The"
3607,11892,Murder by Numbers,Castle Rock Entertainment
3608,11892,Murder by Numbers,Warner Bros.
3609,11892,Murder by Numbers,Schroeder Hoffman Productions
3610,9691,Assassins,Silver Pictures
3611,9691,Assassins,Canal+
3612,9691,Assassins,Warner Bros.
3613,9691,Assassins,Dino De Laurentiis Company
3614,9691,Assassins,Donner/Shuler-Donner Productions
3615,9691,Assassins,Evansgideon/Lazar
3616,1248,Hannibal Rising,Ingenious Film Partners
3617,1248,Hannibal Rising,ETIC Films
3618,1248,Hannibal Rising,Quinta Communications
3619,1248,Hannibal Rising,Dino De Laurentiis Company
3620,1248,Hannibal Rising,Zephyr Films
3621,1248,Hannibal Rising,Young Hannibal Productions
3622,1248,Hannibal Rising,Carthago Films S.a.r.l.
3623,12220,The Story of Us,Universal Pictures
3624,12220,The Story of Us,Castle Rock Entertainment
3625,72710,The Host,Nick Wechsler Productions
3626,72710,The Host,Open Road Films
3627,72710,The Host,Silver Reel
3628,72710,The Host,Chockstone Pictures
3629,10782,Basic,Intermedia Films
3630,10782,Basic,Krane Entertainment
3631,9573,Blood Work,Malpaso Productions
3632,9573,Blood Work,Warner Bros.
3633,4959,The International,Studio Babelsberg
3634,4959,The International,Atlas Entertainment
3635,4959,The International,Mosaic Media Group
3636,4959,The International,X-Filme Creative Pool
3637,10061,Escape from L.A.,Paramount Pictures
3638,10061,Escape from L.A.,Rysher Entertainment
3639,10386,The Iron Giant,Warner Bros. Animation
3640,421,The Life Aquatic with Steve Zissou,Touchstone Pictures
3641,421,The Life Aquatic with Steve Zissou,American Empirical Pictures
3642,316152,Free State of Jones,Larger Than Life Productions
3643,316152,Free State of Jones,Vendian Entertainment
3644,316152,Free State of Jones,Route One Films
3645,11615,The Life of David Gale,Mikona Productions GmbH & Co. KG
3646,11615,The Life of David Gale,Universal Pictures
3647,11615,The Life of David Gale,Intermedia Films
3648,11615,The Life of David Gale,Saturn Films
3649,11615,The Life of David Gale,Dirty Hands Productions
3650,13498,Man of the House,Revolution Studios
3651,13498,Man of the House,Bel Air Entertainment
3652,241554,Run All Night,Vertigo Entertainment
3653,241554,Run All Night,Energy Entertainment
3654,241554,Run All Night,RatPac-Dune Entertainment
3655,2252,Eastern Promises,BBC Films
3656,2252,Eastern Promises,Serendipity Point Films
3657,2252,Eastern Promises,Téléfilm Canada
3658,2252,Eastern Promises,Astral Media
3659,2252,Eastern Promises,Scion Films
3660,2252,Eastern Promises,Focus Features
3661,2252,Eastern Promises,Corus Entertainment
3662,2252,Eastern Promises,Shine Pictures
3663,2252,Eastern Promises,Kudos Film and Television
3664,11968,Into the Blue,Columbia Pictures Corporation
3665,11968,Into the Blue,Mandalay Pictures
3666,11968,Into the Blue,Metro-Goldwyn-Mayer (MGM)
3667,10047,The Messenger: The Story of Joan of Arc,Columbia Pictures
3668,10047,The Messenger: The Story of Joan of Arc,Gaumont
3669,38319,Your Highness,Universal Pictures
3670,38319,Your Highness,Stuber Productions
3671,69668,Dream House,Cliffjack Motion Pictures
3672,69668,Dream House,Morgan Creek Productions
3673,9770,Mad City,Warner Bros.
3674,9770,Mad City,Arnold Kopelson Productions
3675,11212,Baby's Day Out,Twentieth Century Fox Film Corporation
3676,10533,The Scarlet Letter,Hollywood Pictures
3677,10533,The Scarlet Letter,Cinergi Pictures Entertainment
3678,38363,Fair Game,River Road Entertainment
3679,38363,Fair Game,Participant Media
3680,9923,Domino,New Line Cinema
3681,9923,Domino,Davis-Films
3682,9923,Domino,Metropolitan Filmexport
3683,9923,Domino,Scott Free Productions
3684,9923,Domino,Domino 17521
3685,11863,Jade,Paramount Pictures
3686,18501,Gamer,Lakeshore Entertainment
3687,18501,Gamer,Lionsgate
3688,109491,Beautiful Creatures,Alcon Entertainment
3689,109491,Beautiful Creatures,Warner Bros.
3690,109491,Beautiful Creatures,Belle Pictures
3691,109491,Beautiful Creatures,3 Arts Entertainment
3692,9275,Death to Smoochy,Senator Film Produktion
3693,9275,Death to Smoochy,Mad Chance
3694,9275,Death to Smoochy,Warner Bros.
3695,9275,Death to Smoochy,Filmfour
3696,329833,Zoolander 2,Scott Rudin Productions
3697,329833,Zoolander 2,Red Hour Films
3698,12634,The Big Bounce,Shangri-La Entertainment
3699,12634,The Big Bounce,Material
3700,12634,The Big Bounce,Taormina Productions
3701,10416,What Planet Are You From?,Columbia Pictures
3702,47327,Drive Angry,Summit Entertainment
3703,47327,Drive Angry,Saturn Films
3704,47327,Drive Angry,Nu Image Films
3705,47327,Drive Angry,Millennium Films
3706,47327,Drive Angry,Michael De Luca Productions
3707,15268,Street Fighter: The Legend of Chun-Li,Twentieth Century Fox Film Corporation
3708,15268,Street Fighter: The Legend of Chun-Li,Hyde Park Films
3709,10796,The One,Columbia Pictures
3710,10796,The One,Revolution Studios
3711,10796,The One,Hard Eight Pictures
3712,10796,The One,Wonder works studios entertainment group
3713,9548,The Adventures of Ford Fairlane,Twentieth Century Fox Film Corporation
3714,9548,The Adventures of Ford Fairlane,Silver Pictures
3715,18947,The Boat That Rocked,Universal Pictures
3716,18947,The Boat That Rocked,Studio Canal
3717,18947,The Boat That Rocked,Working Title Films
3718,18947,The Boat That Rocked,Medienproduktion Prometheus Filmgesellschaft
3719,18947,The Boat That Rocked,Portobello Studios
3720,18947,The Boat That Rocked,Tightrope Pictures
3721,1900,Traffic,USA Films
3722,1900,Traffic,Initial Entertainment Group (IEG)
3723,1900,Traffic,"Bedford Falls Company, The"
3724,1900,Traffic,Compulsion Inc.
3725,1900,Traffic,Splendid Medien AG
3726,89,Indiana Jones and the Last Crusade,Lucasfilm
3727,89,Indiana Jones and the Last Crusade,Paramount Pictures
3728,96724,Anna Karenina,Universal Pictures
3729,96724,Anna Karenina,Focus Features
3730,96724,Anna Karenina,Working Title Films
3731,198184,Chappie,Columbia Pictures
3732,198184,Chappie,Media Rights Capital
3733,198184,Chappie,Sony Pictures Entertainment (SPE)
3734,198184,Chappie,Alpha Core
3735,198184,Chappie,Genre Films
3736,198184,Chappie,Simon Kinberg Productions
3737,198184,Chappie,LStar Capital
3738,198184,Chappie,Ollin Studio
3739,9481,The Bone Collector,Universal Pictures
3740,9481,The Bone Collector,Columbia Pictures Corporation
3741,4547,Panic Room,Hofflund/Polone
3742,4547,Panic Room,Indelible Productions
3743,6415,Three Kings,Village Roadshow Pictures
3744,6415,Three Kings,Atlas Entertainment
3745,6415,Three Kings,Warner Bros.
3746,6415,Three Kings,Village-A.M. Partnership
3747,6415,Three Kings,Coast Ridge
3748,6415,Three Kings,Junger Witt Productions
3749,181283,Child 44,Summit Entertainment
3750,181283,Child 44,Scott Free Productions
3751,181283,Child 44,Worldview Entertainment
3752,9896,Rat Race,Paramount Pictures
3753,9896,Rat Race,Fireworks Pictures
3754,9896,Rat Race,Alphaville Films
3755,167,K-PAX,Intermedia Films
3756,167,K-PAX,Lawrence Gordon Productions
3757,167,K-PAX,Pathé Pictures International
3758,167,K-PAX,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
3759,11232,Kate & Leopold,Miramax Films
3760,11232,Kate & Leopold,Konrad Pictures
3761,1636,Bedazzled,Twentieth Century Fox Film Corporation
3762,1636,Bedazzled,Regency Enterprises
3763,1636,Bedazzled,KirchMedia
3764,2148,The Cotton Club,Orion Pictures
3765,2148,The Cotton Club,PSO International
3766,2148,The Cotton Club,Totally Independent
3767,5176,3:10 to Yuma,Tree Line Films
3768,5176,3:10 to Yuma,Lionsgate
3769,5176,3:10 to Yuma,Relativity Media
3770,5176,3:10 to Yuma,Yuma
3771,260346,Taken 3,Twentieth Century Fox Film Corporation
3772,260346,Taken 3,M6 Films
3773,260346,Taken 3,Canal+
3774,260346,Taken 3,Grive Productions
3775,260346,Taken 3,EuropaCorp
3776,260346,Taken 3,Ciné+
3777,260346,Taken 3,M6
3778,260346,Taken 3,TSG Entertainment
3779,260346,Taken 3,Taken 3
3780,1389,Out of Sight,Universal Pictures
3781,1389,Out of Sight,Jersey Films
3782,9894,The Cable Guy,Columbia Pictures Corporation
3783,7504,Earth,Cracking the Earth Films
3784,8592,Dick Tracy,Touchstone Pictures
3785,913,The Thomas Crown Affair,Irish Dreamtime
3786,913,The Thomas Crown Affair,Metro-Goldwyn-Mayer (MGM)
3787,11091,Riding in Cars with Boys,Columbia Pictures
3788,1368,First Blood,Orion Pictures
3789,593,Solaris,Mosfilm
3790,593,Solaris,Creative Unit of Writers & Cinema Workers
3791,593,Solaris,Unit Four
3792,5393,Happily N'Ever After,Vanguard Films
3793,5393,Happily N'Ever After,Lionsgate
3794,5393,Happily N'Ever After,Odyssey
3795,5393,Happily N'Ever After,Nitrogen Studios Canada
3796,9095,Mary Reilly,TriStar Pictures
3797,9095,Mary Reilly,NFH Productions
3798,8874,My Best Friend's Wedding,TriStar Pictures
3799,11467,America's Sweethearts,Columbia Pictures
3800,11467,America's Sweethearts,Revolution Studios
3801,11467,America's Sweethearts,Roth-Arnold Productions
3802,320,Insomnia,Section Eight
3803,320,Insomnia,Alcon Entertainment
3804,320,Insomnia,Witt/Thomas Productions
3805,199,Star Trek: First Contact,Paramount Pictures
3806,199,Star Trek: First Contact,Digital Image Associates
3807,20533,Jonah Hex,Warner Bros.
3808,10684,Courage Under Fire,Fox 2000 Pictures
3809,1624,Liar Liar,Imagine Entertainment
3810,1624,Liar Liar,Universal Pictures
3811,325789,The Infiltrator,Good Films
3812,113464,Inchon,Metro-Goldwyn-Mayer (MGM)
3813,113464,Inchon,Unification Church
3814,113464,Inchon,One Way Productions
3815,888,The Flintstones,Universal Pictures
3816,888,The Flintstones,Amblin Entertainment
3817,888,The Flintstones,Hanna-Barbera Productions
3818,82675,Taken 2,Twentieth Century Fox Film Corporation
3819,82675,Taken 2,M6 Films
3820,82675,Taken 2,Canal+
3821,82675,Taken 2,Grive Productions
3822,82675,Taken 2,EuropaCorp
3823,82675,Taken 2,Ciné+
3824,4256,Scary Movie 3,Dimension Films
3825,4256,Scary Movie 3,Brad Grey Pictures
3826,1493,Miss Congeniality,Village Roadshow Pictures
3827,1493,Miss Congeniality,Castle Rock Entertainment
3828,1493,Miss Congeniality,NPV Entertainment
3829,1493,Miss Congeniality,Fortis Films
3830,88751,Journey to the Center of the Earth,New Line Cinema
3831,88751,Journey to the Center of the Earth,Walden Media
3832,11130,The Princess Diaries 2: Royal Engagement,Walt Disney Pictures
3833,9944,The Pelican Brief,Warner Bros.
3834,10731,The Client,Regency Enterprises
3835,10731,The Client,Alcor Films
3836,10731,The Client,Warner Bros.
3837,7350,The Bucket List,Two Ton Films
3838,7350,The Bucket List,Zadan / Meron Productions
3839,7350,The Bucket List,Reiner / Greisman Productions
3840,9869,Patriot Games,Paramount Pictures
3841,9869,Patriot Games,Mace Neufeld Productions
3842,4379,Monster-in-Law,New Line Cinema
3843,4379,Monster-in-Law,Spring Creek Productions
3844,4379,Monster-in-Law,BenderSpink
3845,4379,Monster-in-Law,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
3846,146233,Prisoners,Alcon Entertainment
3847,146233,Prisoners,Madhouse Entertainment
3848,146233,Prisoners,8:38 Productions
3849,2034,Training Day,Village Roadshow Pictures
3850,2034,Training Day,NPV Entertainment
3851,2034,Training Day,Warner Bros.
3852,2034,Training Day,Outlaw Productions (I)
3853,2034,Training Day,WV Films II
3854,926,Galaxy Quest,DreamWorks SKG
3855,926,Galaxy Quest,Gran Via Productions
3856,4248,Scary Movie 2,Gold/Miller Productions
3857,4248,Scary Movie 2,Wayans Bros. Entertainment
3858,4248,Scary Movie 2,Dimension Films
3859,4248,Scary Movie 2,Brad Grey Pictures
3860,64328,The Muppets,Walt Disney Pictures
3861,36647,Blade,New Line Cinema
3862,36647,Blade,Amen Ra Films
3863,36647,Blade,Imaginary Forces
3864,36647,Blade,Marvel Enterprises
3865,7214,Coach Carter,Paramount Pictures
3866,7214,Coach Carter,MTV Films
3867,7214,Coach Carter,Tollin/Robbins Productions
3868,1537,Changing Lanes,Paramount Pictures
3869,9360,Anaconda,Columbia Pictures Corporation
3870,9360,Anaconda,Middle Fork Productions
3871,9360,Anaconda,Iguana Producciones
3872,9360,Anaconda,Skylight Cinema Foto Art
3873,9360,Anaconda,St. Tropez Films
3874,9360,Anaconda,Cinema Line Film Corporation
3875,6282,Coyote Ugly,Jerry Bruckheimer Films
3876,6282,Coyote Ugly,Touchstone Pictures
3877,508,Love Actually,Universal Pictures
3878,508,Love Actually,DNA Films
3879,508,Love Actually,StudioCanal
3880,508,Love Actually,Working Title Films
3881,9487,A Bug's Life,Walt Disney Pictures
3882,9487,A Bug's Life,Pixar Animation Studios
3883,768,From Hell,Twentieth Century Fox Film Corporation
3884,768,From Hell,Underworld Entertainment
3885,2636,The Specialist,Jerry Weintraub Productions
3886,2636,The Specialist,Warner Bros.
3887,2636,The Specialist,Iguana Producciones
3888,10478,Tin Cup,Regency Enterprises
3889,10478,Tin Cup,Warner Bros.
3890,27983,"Yours, Mine and Ours",Desilu Productions
3891,27983,"Yours, Mine and Ours",Walden Productions
3892,9981,Kicking & Screaming,Universal Pictures
3893,7453,The Hitchhiker's Guide to the Galaxy,Spyglass Entertainment
3894,7453,The Hitchhiker's Guide to the Galaxy,Everyman Pictures
3895,7453,The Hitchhiker's Guide to the Galaxy,Hammer & Tongs
3896,7453,The Hitchhiker's Guide to the Galaxy,Touchstone Pictures
3897,15045,Fat Albert,Twentieth Century Fox Film Corporation
3898,15045,Fat Albert,Davis Entertainment
3899,15045,Fat Albert,Culver Studios
3900,7737,Resident Evil: Extinction,Impact Pictures
3901,7737,Resident Evil: Extinction,Davis-Films
3902,7737,Resident Evil: Extinction,Constantin Film Produktion
3903,7737,Resident Evil: Extinction,Resident Evil Productions
3904,232672,Blended,Happy Madison Productions
3905,232672,Blended,Karz Entertainment
3906,232672,Blended,Warner Bros.
3907,232672,Blended,Gulfstream Pictures
3908,17379,Last Holiday,Paramount Pictures
3909,8987,The River Wild,Universal Pictures
3910,8987,The River Wild,David Foster Productions
3911,8987,The River Wild,Turman-Foster Company
3912,11359,The Indian in the Cupboard,Paramount Pictures
3913,11359,The Indian in the Cupboard,Columbia Pictures Corporation
3914,11359,The Indian in the Cupboard,The Kennedy/Marshall Company
3915,82525,Savages,Ixtlan
3916,82525,Savages,Relativity Media
3917,82525,Savages,Onda Entertainment
3918,9759,Cellular,New Line Cinema
3919,9486,Johnny English,Universal Pictures
3920,9486,Johnny English,StudioCanal
3921,9906,The Ant Bully,Playtone
3922,9906,The Ant Bully,Warner Bros.
3923,9906,The Ant Bully,Legendary Entertainment
3924,9906,The Ant Bully,DNA Productions
3925,841,Dune,Dino De Laurentiis Company
3926,4688,Across the Universe,Revolution Studios
3927,4688,Across the Universe,Team Todd
3928,4148,Revolutionary Road,DreamWorks SKG
3929,4148,Revolutionary Road,Scott Rudin Productions
3930,4148,Revolutionary Road,BBC Films
3931,4148,Revolutionary Road,Neal Street Productions
3932,4148,Revolutionary Road,Evamere Entertainment
3933,4148,Revolutionary Road,Goldcrest Pictures
3934,2207,16 Blocks,Donners' Company
3935,2207,16 Blocks,Cheyenne Enterprises
3936,2207,16 Blocks,Alcon Entertainment
3937,2207,16 Blocks,Nu Image Entertainment GmbH
3938,2207,16 Blocks,Millennium Films
3939,2207,16 Blocks,Emmett/Furla Films
3940,2207,16 Blocks,Equity Pictures Medienfonds GmbH & Co. KG III
3941,2207,16 Blocks,16 Block Productions
3942,9381,Babylon A.D.,StudioCanal
3943,9381,Babylon A.D.,M6 Films
3944,9381,Babylon A.D.,Canal+
3945,9381,Babylon A.D.,CinéCinéma
3946,9381,Babylon A.D.,Babylon
3947,9381,Babylon A.D.,Babylon Films Limited
3948,9381,Babylon A.D.,M6
3949,9381,Babylon A.D.,MNP Entreprise
3950,9625,The Glimmer Man,Warner Bros.
3951,9625,The Glimmer Man,Seagal/Nasso Productions
3952,9304,Multiplicity,Columbia Pictures Corporation
3953,20856,Aliens in the Attic,Twentieth Century Fox Film Corporation
3954,20856,Aliens in the Attic,Regency Enterprises
3955,20856,Aliens in the Attic,Josephson Entertainment
3956,20856,Aliens in the Attic,New Upstairs Productions
3957,20856,Aliens in the Attic,Upstairs Canada Productions
3958,5955,The Pledge,Epsilon Motion Pictures
3959,5955,The Pledge,Franchise Pictures
3960,5955,The Pledge,Morgan Creek Productions
3961,5955,The Pledge,Clyde Is Hungry Films
3962,5955,The Pledge,Pledge Productions
3963,9899,The Producers,Sony Pictures
3964,9899,The Producers,Gaumont Columbia Tristar Films
3965,9826,The Phantom,Paramount Pictures
3966,9826,The Phantom,Village Roadshow Pictures
3967,9826,The Phantom,The Ladd Company
3968,21355,All the Pretty Horses,Columbia Pictures
3969,21355,All the Pretty Horses,Miramax Films
3970,10858,Nixon,Hollywood Pictures
3971,10858,Nixon,Cinergi Pictures Entertainment
3972,11439,The Ghost Writer,Studio Babelsberg
3973,11439,The Ghost Writer,Runteam Ltd.
3974,11439,The Ghost Writer,R.P. Productions
3975,11439,The Ghost Writer,France 2 Cinéma
3976,9457,Deep Rising,Hollywood Pictures
3977,9457,Deep Rising,Cinergi Pictures Entertainment
3978,9457,Deep Rising,Calimari Productions
3979,12412,Miracle at St. Anna,Rai Cinema
3980,12412,Miracle at St. Anna,40 Acres & A Mule Filmworks
3981,12412,Miracle at St. Anna,Touchstone Pictures
3982,12412,Miracle at St. Anna,On My Own
3983,1494,Curse of the Golden Flower,Beijing New Picture Film Co. Ltd.
3984,13184,Bangkok Dangerous,Virtual Studios
3985,13184,Bangkok Dangerous,Initial Entertainment Group
3986,13184,Bangkok Dangerous,Saturn Films
3987,13184,Bangkok Dangerous,International Production Company
3988,13184,Bangkok Dangerous,Blue Star Pictures
3989,13184,Bangkok Dangerous,Living Films
3990,13184,Bangkok Dangerous,Bangkok Dangerous
3991,2185,Big Trouble,Touchstone Pictures
3992,6639,Love in the Time of Cholera,New Line Cinema
3993,6639,Love in the Time of Cholera,Grosvenor Park Media Ltd.
3994,38153,Shadow Conspiracy,Hollywood Pictures
3995,38153,Shadow Conspiracy,Cinergi Pictures Entertainment
3996,58233,Johnny English Reborn,Universal Pictures
3997,116977,Foodfight!,Threshold Entertainment
3998,116977,Foodfight!,Lions Gate Family Entertainment
3999,68734,Argo,GK Films
4000,68734,Argo,Warner Bros.
4001,68734,Argo,Smokehouse Pictures
4002,5503,The Fugitive,Warner Bros.
4003,27573,The Bounty Hunter,Columbia Pictures
4004,27573,The Bounty Hunter,Original Film
4005,27573,The Bounty Hunter,Relativity Media
4006,27573,The Bounty Hunter,Madhouse Entertainment
4007,819,Sleepers,Propaganda Films
4008,819,Sleepers,Warner Bros.
4009,819,Sleepers,Baltimore Pictures
4010,1369,Rambo: First Blood Part II,TriStar Pictures
4011,1369,Rambo: First Blood Part II,Carolco Pictures
4012,9623,The Juror,Columbia Pictures Corporation
4013,10895,Pinocchio,RKO Radio Pictures
4014,10895,Pinocchio,Walt Disney Productions
4015,10935,Heaven's Gate,United Artists
4016,10935,Heaven's Gate,The Criterion Collection
4017,834,Underworld: Evolution,Lakeshore Entertainment
4018,834,Underworld: Evolution,Screen Gems
4019,228066,Victor Frankenstein,Twentieth Century Fox Film Corporation
4020,228066,Victor Frankenstein,Davis Entertainment
4021,228066,Victor Frankenstein,Moving Picture Company (MPC)
4022,228066,Victor Frankenstein,TSG Entertainment
4023,711,Finding Forrester,Fountainbridge Films
4024,711,Finding Forrester,Laurence Mark Productions
4025,711,Finding Forrester,Columbia Pictures Corporation
4026,711,Finding Forrester,Finding Forrester Productions
4027,10468,28 Days,Columbia Pictures
4028,10027,Unleashed,Canal Plus
4029,10027,Unleashed,Current Entertainment
4030,10027,Unleashed,Clubdeal
4031,10027,Unleashed,TF1 Films Production
4032,10027,Unleashed,EuropaCorp
4033,10027,Unleashed,Qian Yian International
4034,10027,Unleashed,Danny the Dog Prods Ltd.
4035,11812,The Sweetest Thing,Konrad Pictures
4036,37233,The Firm,Paramount Pictures
4037,37233,The Firm,Mirage Enterprises
4038,37233,The Firm,Davis Entertainment
4039,37950,Charlie St. Cloud,Universal Pictures
4040,37950,Charlie St. Cloud,Marc Platt Productions
4041,37950,Charlie St. Cloud,Relativity Media
4042,27582,The Mechanic,CBS Films
4043,27582,The Mechanic,Millennium Films
4044,27582,The Mechanic,Chartoff-Winkler Productions
4045,27582,The Mechanic,Scared Productions
4046,27582,The Mechanic,Nu Image Entertainment GmbH
4047,64688,21 Jump Street,Columbia Pictures
4048,64688,21 Jump Street,Original Film
4049,64688,21 Jump Street,Stephen J. Cannell Productions
4050,64688,21 Jump Street,Relativity Media
4051,64688,21 Jump Street,Metro-Goldwyn-Mayer (MGM)
4052,509,Notting Hill,Bookshop Productions
4053,509,Notting Hill,Notting Hill Pictures
4054,509,Notting Hill,Working Title Films
4055,509,Notting Hill,Polygram Filmed Entertainment
4056,7443,Chicken Run,DreamWorks SKG
4057,7443,Chicken Run,Aardman Animations
4058,7443,Chicken Run,DreamWorks Animation
4059,7443,Chicken Run,Pathé
4060,5966,Along Came Polly,Jersey Films
4061,5966,Along Came Polly,Loofah Productions
4062,11066,Boomerang,Paramount Pictures
4063,136795,The Heat,Ingenious Film Partners
4064,136795,The Heat,Ingenious Media
4065,136795,The Heat,Twentieth Century Fox Film Corporation
4066,136795,The Heat,Chernin Entertainment
4067,136795,The Heat,Big Screen Productions
4068,136795,The Heat,TSG Entertainment
4069,8095,Cleopatra,Twentieth Century Fox Film Corporation
