Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Parkinson disease - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number)
Angola,AGO,1993,,5114.870854796317,23956.521668443293,297.204675766,15114.590514402207,,14657.960685670325,649.7645915019583,1657.575811673117,3082.181160641983,2339.1034329541817,4075.6985412991703,529.7290906471758,6378.134496497573,105.76251444237924,852.2311506963819,5191.318102080041,2982.6342526012495,655.8065118213083,456.18079754661886,99.54757671242122,13249.593552172117,6730.194777614176,2356.2511978340526,18339.66489738431,183.24583954642645,0,27059.695141376436,129.8635669983738,15450.353854106776,1027.8445013799055,12398.03499240862,1748.3702889915787,277.627126896369
Angola,AGO,1994,,5154.4640776286005,24436.646123240578,314.78482666,15516.336234029113,108,15163.35155677226,669.2353745659635,1722.5996632909284,3186.424360124424,2425.5607946647137,4222.585260004212,549.7124278006188,6614.578916341415,108.9657253851309,872.9129995181089,5619.167733511431,3073.9654001155886,687.6135130177411,642.4517937396579,106.78133892764838,13722.477160743081,7021.292532570032,2485.188317444409,18720.018927217854,189.60823471508053,0,28189.036784381176,134.76124984554573,15855.508169720062,1079.6941664702285,4116.997104236975,1809.352719308079,287.10802406154556
Angola,AGO,1995,,4842.750836744122,24698.304092575978,307.344643061,15841.529752458262,52,15468.73994743879,686.0661364045144,1753.1861683898512,3241.8481017973577,2466.215575429609,4287.558552776929,557.856370597922,6742.8064220701,111.48141039173329,880.0604320509703,6036.050185254734,3099.8659873013735,690.7305584629105,889.2336180789233,109.3041635266902,13847.372207840826,7093.077359464031,2482.6027963744177,19043.200333045916,191.6410314846729,0,28738.536293079444,136.0580518868377,16181.658005252522,1097.5244956020597,266.9999880806047,1846.1776654294408,292.2701913082051
Angola,AGO,1996,,4849.286996828728,24760.768591105894,293.434824088,15108.542401421617,18,15436.243022277275,701.6524517370333,1739.9316442983027,3227.5320889247946,2444.044047454716,4252.836764998762,520.8224286700517,6663.067990346044,113.45142519600648,876.2435624000829,6449.84318660213,3087.6925970105954,659.8780598276063,1207.864947534372,105.81176057252958,13510.307313579808,6912.4785422054165,2300.63760712297,19286.03738674774,187.32637828146972,0,27875.78600144966,134.11118428816164,15424.456394654217,1067.3286146911169,93.0000020035482,1850.699864665725,293.39773125600396
Angola,AGO,1997,,4907.947410213197,24815.21902401414,299.012931895,14429.0365711138,34,15657.583209229748,722.9897396596751,1766.8482541313952,3264.776216288877,2483.4740923156755,4315.49162170207,500.88404702015595,6737.266377055722,116.37060000408327,880.2069166804444,7005.502642093142,3122.3135093966525,662.1158433262173,1607.47102521207,107.70016943852009,13517.398324224061,6931.841076005361,2264.7331196431182,19528.514470975435,188.2213407273899,0,27242.695251228844,134.66056517803892,14727.669042520316,1077.7679111303949,2921.9979719691505,1887.3144011245654,298.10403901728245
Angola,AGO,1998,,5273.032654090815,25163.509126355104,338.06080816,13962.776546831134,275,16625.09425317493,760.7747947695623,1915.8289592196002,3459.5542010295094,2716.198862000727,4684.547221221208,519.5757046258374,7259.2790350939,122.41530363066101,923.2119856648951,7948.209121179111,3267.52096213263,754.7247526952974,2101.0937510096805,125.07581812689428,14533.71265804269,7613.93397070184,2613.1652506824803,19697.924764251606,206.44579769335783,0,27063.34055363577,145.02655962133554,14258.635796934454,1210.1459810835186,14042.925268752764,2016.9311992271712,316.27902458910677
Angola,AGO,1999,,5160.136574486704,25086.91611092361,337.51458287,13418.377057622483,299,16743.638794022074,780.8909317592864,1928.0529952910904,3466.4376016547753,2740.9927463761346,4725.3883700140605,497.74312975271874,7277.232467260975,125.18471850508055,923.0675347865994,8641.918149042733,3280.242613998099,740.1634633846793,2697.9174159740282,118.91318044435342,14432.88375295504,7495.673622019333,2528.206782997347,19906.366193487618,198.87901948957713,0,26323.22126722883,145.07365650000037,13688.91627672952,1200.472273280433,7265.968157879843,2041.2778584222367,318.33558057560583
Angola,AGO,2000,,5331.8312209883225,25037.030956218437,340.451037213,12906.63842971407,178,17051.06205046951,805.2452162426234,1970.308191988918,3508.3454833628102,2813.9897848556175,4846.0493182296095,486.41114571504363,7397.847619874177,128.8283680115842,927.180321419794,9462.068931291311,3292.964909909483,746.5260171102237,3404.671857145178,113.19218215682329,14565.79419198451,7530.142333197552,2540.494299558379,20105.87503037039,191.7974132266327,58.99999984449796,25852.498915347376,146.57588155199184,13152.478408909103,1222.298934864164,3377.9982327732973,2095.815524770835,322.79782926370217
Angola,AGO,2001,,5556.821012675644,24665.002174019428,342.395598562,12493.036085066678,846,17052.901044344155,829.0869181742748,1993.1058136044824,3493.7536870333397,2888.0207789645774,4960.382601004442,487.98831691484224,7488.3147796488865,131.63729973689132,928.1056778075239,10966.86716178087,3338.116228291311,753.3443387207618,4219.495582216397,108.50923165856449,14446.734277224483,7566.9438786265555,2469.240599470799,20195.142020377007,185.53874352899393,56.99999981608315,23926.612753945297,147.43389122244363,12716.515814657256,1234.3281653993802,3067.0010122124463,2122.2802403389446,326.0944975985953
Angola,AGO,2002,,5348.105939836352,24301.128164136015,356.385075166,11943.002543923541,59,17176.187575775228,856.9878541660937,2026.395932641378,3495.918608760057,2977.059725793854,5097.031112063556,486.6535206021732,7649.59992771566,134.7667239179874,929.5108736267658,12320.528549815888,3348.5675531489574,755.5536090318237,5141.685863859124,104.5610487689839,14331.708741346183,7579.493602436255,2367.513435099488,20401.65236066947,180.53690636423798,7.999999994867029,22505.24712764469,148.41058785005973,12149.54550094717,1240.2264837277705,599.999991094171,2156.848299660039,328.4177400453682
Angola,AGO,2003,,5150.069675683953,23868.143648802365,371.579205988,11387.552929162819,,17562.514934482922,892.0422259752828,2088.461204521243,3535.3462159459523,3108.9619673778875,5289.811078196852,490.572270314691,7897.602747349871,139.64702239186735,927.8378282677313,13418.836991913611,3322.5490730061556,773.0711713186316,6164.556510180527,104.78109378026066,14432.47080006099,7667.997186359201,2467.155509586265,20619.520661091432,180.7766958372262,14.999999977537632,21347.092386162996,150.45699050395504,11580.299529708102,1278.7806315628593,81.00000031276139,2231.040724128774,330.9760094539914
Angola,AGO,2004,,5390.639339353183,24618.24328256846,407.188335484,11690.169886402975,,18115.23543552111,930.6675531393837,2193.4893869403045,3634.7027082686564,3284.743171057592,5568.952382172882,512.5925056141119,8247.58011684641,145.6383026579667,1043.6209003710605,14910.02672428048,3557.455042033068,810.9850256268571,7256.9799944987635,107.72386647989703,14895.408406111083,8107.899856854978,2443.354080013741,20805.296432408453,184.17083264359755,28.00000002239457,21745.7206244395,157.17045556838272,11881.72427327862,1335.6921489223869,49.999999985708754,2328.9435702686383,352.0925505410989
Angola,AGO,2005,,5298.384952762392,23975.74375872904,419.103700628,11121.371613070614,,18041.150948305134,959.677733916011,2200.7557913473006,3591.075693149121,3396.67783815727,5719.458208280395,507.22459039494186,8362.358263539512,148.9103736587582,972.8374586250395,15049.746841518141,3486.0274511148887,809.9384306840191,8407.278250106276,106.17198146144158,14569.576072201166,8037.83142878283,2519.5449457015325,20819.656106428203,181.9940634309383,0,21205.815034217358,156.9245057151554,11299.567980014717,1336.8188114319776,10.999999999996525,2345.6777068550646,350.9543941069789
Angola,AGO,2006,,4861.80022212692,23182.950021146604,422.008847008,10452.136874703754,,18244.21218347718,999.3729200194197,2247.6445790759904,3591.5524870856666,3561.3459254140544,5941.632267482232,493.2147257667715,8583.270806729435,154.46221622802486,966.1927503588227,14430.012318547857,3414.668047845062,823.6044030958988,9462.944500146044,108.26776681084777,14457.350524666594,8022.175075464256,2566.306917230468,20734.76529055006,184.59349468972786,0,23482.200287257114,158.33678576623677,10618.309220061157,1370.0757477841928,12.000000070033908,2420.561518792516,350.45512678349286
Angola,AGO,2007,,4722.4079981412215,22421.513756349137,435.343619897,9811.001324498857,,18205.27613310987,1035.6885405658293,2266.506376797079,3554.950841620983,3713.610236244966,6141.15920702093,480.64936275637945,8750.727128140183,158.9249147943311,958.3284346529954,13243.02448376391,3326.8146078316036,828.7769891773719,10465.28576511948,109.24154419916886,14148.03625989735,7956.410202946254,2567.985422442939,20610.50016813336,185.6956323722937,104.99999875144415,21218.465727030347,158.715335417035,9965.184836286844,1384.6086917718046,34.000000000005414,2464.469692118086,354.3705666336772
Angola,AGO,2008,,4554.480379653421,21435.351178401652,437.861922196,9079.315076981302,,18445.701599238422,1080.8671418831648,2309.970745593392,3555.6040281435594,3891.0584769275497,6375.269851204736,469.01448644933015,9027.346975521528,165.05043286892086,942.507416112921,11423.961234737386,3190.312858821706,833.7073066386477,11383.828359740868,111.56946861381188,13883.755491715528,7857.575522269172,2489.2171117968983,20418.875613145858,188.65334013401727,6.999999999602202,21178.38439227238,158.57508811069255,9222.524162795367,1407.532512131591,5.0000000003158425,2547.936449934752,344.46525323931183
Angola,AGO,2009,,4325.00241193856,20203.770620811607,430.864154191,8176.681730802467,2,18669.715017655253,1127.4557595006581,2346.945520552046,3548.2950249712267,4077.664782231634,6607.249772271251,456.9027554516359,9274.209144196031,171.50732013427952,904.33516428702,9528.121396638837,2975.962632949328,840.8977330771087,12265.133058885467,115.36656799188773,13644.060678170263,7622.792768039714,2471.2003308660524,20296.666123883813,193.0729363273815,62.00000005956623,21102.295788801523,156.85594996193197,8307.781189141208,1436.690179772166,28.00000000000064,2641.078558094498,331.8323012202997
Angola,AGO,2010,,4195.413303426332,19451.899425755295,429.345654696,7629.775196638985,4,18927.254479538227,1177.4595117557787,2399.6568853784493,3564.5063715629167,4272.80838700026,6865.881557153439,450.8440360711391,9579.8071538125,178.41638134687827,892.0021905288783,8351.864009004299,2866.6031522934004,849.6929643736346,12989.071031802318,119.52689785880054,13328.370838191397,7561.613613663946,2417.6347661644836,20162.17098075012,197.68928425649565,25.000000047751545,21617.94386247943,156.26773038082044,7752.865038946219,1468.4812514407085,13.999999957335243,2746.7624046667033,329.73367240193295
Angola,AGO,2011,,4009.676208550886,18432.266719019965,414.578878157,6927.25988249936,,19262.88781773221,1234.064864243615,2451.795120193642,3581.7378401175497,4450.793747456346,7112.547345934587,443.8649702182344,9902.314824350644,186.27688803556396,861.6641428706534,7357.833153171631,2694.925394357043,856.256026695582,13797.436704416925,125.09204209135896,13014.457029398867,7428.721437964633,2369.9403518874255,19944.746995198013,203.94858347537888,129.9999993897826,21594.806017002607,154.76088044988592,7041.466644830147,1509.6043906000543,5.000000000251852,2859.6209225121775,321.681905330983
Angola,AGO,2012,,3877.61881501805,17639.35868342939,410.720124634,6387.832620206327,,19669.966932475,1294.0898170789158,2518.358482333448,3611.9323141534323,4629.998405454137,7362.210023476147,440.8748119432236,10262.485930463608,194.63516272707474,839.7894683202265,6671.271635483199,2585.7563417622896,870.6043352421357,14580.691564950639,132.09066612989673,12842.058605916,7338.4548156879855,2343.967684407475,19784.226998235892,211.65546715893748,0,21239.16545100975,153.48108131950926,6495.697664063519,1555.3917983714266,3.9999999999371547,2985.0165228240035,315.83210517856355
Angola,AGO,2013,,3732.2724679606317,16747.985826827786,391.505306649,5830.680434963215,,20002.493912674745,1354.7616582631852,2572.9691371432236,3625.691007810153,4775.558047500692,7564.299098637256,433.78053994597013,10596.877880974389,202.44199422223548,812.7342385646898,6681.488888578391,2431.891117350121,874.6642319350672,14900.713021267877,138.21545897873082,12551.453733513219,7224.112271647232,2302.889795344692,19594.931659460883,218.07373286593057,8.999999996011795,20595.067101964418,151.29272703482735,5930.952374388851,1592.09397783502,4.00000000036745,3092.7887919434897,309.1998203194811
Angola,AGO,2014,,3551.893727014719,15839.938123481132,379.076200095,5346.756986146696,,19924.888889914222,1406.8719372359383,2577.573381636377,3569.9764748492944,4857.704108503151,7670.515349108107,420.4787428404642,10772.989572518067,207.9762355031388,774.4730590128795,7115.662974277411,2277.136692771258,864.6677786142919,14660.760868165864,141.94518899209635,12007.54296397068,6998.540786797614,2259.6303682574953,19233.788374979344,221.51149753511626,0,19447.411421786634,147.6988464176367,5441.002529202114,1599.8106143868488,0,3136.5449128039304,299.48048241280594
Angola,AGO,2015,,3488.0154803672754,15444.559840944505,374.902994208,5044.5947687171,,20470.493648538417,1484.1461133764124,2666.859752815441,3622.138513333443,5000.690037890264,7882.145281514925,418.87939228180113,11213.178560901157,218.1805550856268,763.3790749825264,7728.885063926721,2221.7419998604983,880.9798788352795,14423.903346189974,150.55445267697166,11847.976489422601,6954.900886527913,2225.439946069134,18761.436674392247,229.83514831587775,73.99999984779525,18686.32375401731,146.62550179746094,5134.554312811944,1644.0004267432992,1.0000000012126535,3274.7612703444647,297.38539025365225
Angola,AGO,2016,,3336.3051062864965,14888.143756349808,349.493755374,4680.469039342497,0,21055.274682826872,1567.9405896299052,2741.4329081197225,3670.1007558692577,5107.626191444444,8027.610690055578,410.5316819159974,11608.36730618445,229.19747031930527,732.0002296016481,8546.054730813232,2092.3188635076626,873.4622793643831,14372.20881992191,157.5708832461319,11535.91322068359,6768.83717047738,2153.835737231908,18257.63822712922,237.3777990222442,112.99999794126974,17553.885495579285,142.4083967934225,4766.290773041695,1677.0588231705867,31.00000004754134,3423.3922156403587,290.03735693111435
Angola,AGO,2017,,3231.569614673386,14508.404991863174,,4432.241559354399,7,21784.661825556985,1649.3934565720024,2809.24281135893,3750.6272434967477,5294.233191937056,8274.165559345647,411.51641539111057,12039.834280357552,240.17141472514487,711.4833542431944,8431.05700634749,2005.2948153141006,889.7432779180913,14584.702425274174,167.073060515091,11409.4175284505,6781.226022358988,2126.9528513156683,17881.913650431823,246.99495756093432,11.000000000931358,17390.3008750371,141.46105678835195,4515.79689627626,1745.994646255095,55.999999814992506,3558.1470366148646,285.43239650024856
Antigua and Barbuda,ATG,1990,,1.86258088500415,18.95531937546815,0.00618100762103,2.79675366939807,,150.7209415247038,13.494527729604469,12.896276393646735,7.453206842603913,8.460636464549466,15.360966069991676,0.23204869650752374,65.25293496018026,2.48802143530181,2.599097055333512,0,4.158214119272756,2.3603302685599123,6.759493973451802,0.23315721856528218,0.7745930609410037,6.469241174093558,0.5731820948965184,7.260521827423848,3.193165998665942,0,2.275217955255318,0.3340075800072168,2.919833094125922,1.4921354449031798,0,26.930724601154644,0.8142385427863624
Antigua and Barbuda,ATG,1991,,1.6857934629077438,19.308197918445696,0.00620198315981,2.799881366770172,,149.7107580622253,13.904695361321748,12.86621748488883,7.494114133506205,8.425231550079168,15.33076520570483,0.24187407412088577,65.86168057057668,2.5243118377202287,2.6450787887670235,0,4.14318102311743,2.460604277599681,5.024818465882602,0.2579715356010958,0.7419749829662287,6.508486945566331,0.5600840226906896,7.486819813016782,3.24880391818576,0,2.241982228339364,0.3345420243777158,2.9233323600443994,1.5206834023981863,0,28.04204848048263,0.8107873331250298
Antigua and Barbuda,ATG,1992,,1.625777698512739,20.127700940313005,0.00623880913709,2.7811046938780373,0,153.65200746165823,14.565829808714334,13.067095680158197,7.700680370319395,8.492479190170307,15.486422069217086,0.25446880153717855,67.43995100288679,2.624804573675965,2.670810437260338,0,4.1322623250045725,2.52696176402058,6.272660600318707,0.2883620296769805,0.731208629717241,6.57601837535244,0.5508501938590936,8.029276169997647,3.332454727900259,0,2.266703206042428,0.34326680630019973,2.9057787168029376,1.5530593967105149,0,29.01936861031574,0.8133956221511834
Antigua and Barbuda,ATG,1993,,1.5690758428766687,21.093113623816354,0.00630970466395,2.706351041937323,,156.92911130854233,15.372818441107954,13.373108955324055,7.932865935456949,8.668141422862103,15.79216517048665,0.2671169433725214,69.20243627945518,2.7318745166861516,2.7434886701757737,0,4.13463847341372,2.6299677222549493,7.481387518544713,0.3244909547745714,0.7164291281374077,6.65209737173121,0.5223908215318678,8.782417071938598,3.370123861690455,0,2.3558268206941526,0.34282008264018476,2.8309997637040034,1.5915879100763597,0,30.34389127664893,0.8119278904715312
Antigua and Barbuda,ATG,1994,,1.5637756335505764,21.894354432408193,0.0064196931784,2.6955385135112406,,160.68621189099454,16.087627918769464,13.384384113708922,8.199198024117562,8.81752258753946,16.035047651131737,0.2830385934451982,71.5135148192929,2.849841844243486,2.7455119342777086,0,4.001528774115233,2.7802379252093927,8.44118079012565,0.4408238111864138,0.707799028080226,6.769018178907082,0.5761752343852006,9.333456048394735,3.4179918461066263,0,2.3410149904664013,0.35427386902203456,2.820815111883895,1.634038542809381,0,31.598972743680616,0.7295676235433094
Antigua and Barbuda,ATG,1995,,1.5838193600286505,22.286977376197033,0.00652816186384,2.625724196927369,,165.9389530977107,16.789060428097148,13.777004980223639,8.455320673714674,8.867800099292737,16.10646106813567,0.2934011401374502,73.24614753038256,2.9599410706621683,2.7514533055816464,0,4.015760286397668,3.0578440042867148,8.5157552133513,0.5400717265326836,0.71167419624819,6.9007416323389315,0.5725395408694086,9.8434957879475,3.496980948227602,1.9999998298224968,2.338217045283867,0.3532777901648098,2.7523355765801347,1.6806220371237293,0,32.732283634874456,0.6869400289727262
Antigua and Barbuda,ATG,1996,,1.6162452737791666,23.11821729530679,0.00667272807761,2.5966049325930824,,166.11447152280584,17.43660606824021,14.066451240314734,8.664261253480147,9.017293316785128,16.32389677406101,0.3222481565486182,75.18616424289984,3.0747563470572543,2.7841249500569876,0,4.012318532827456,3.0180818968786265,9.228795045213673,0.6110067601621897,0.6799175512922578,7.0498930575652095,0.4873688567643136,10.216265953297508,3.6066083321615148,0,2.2898777954646796,0.347838713267029,2.7323950102755794,1.7483883162058784,0.9999998569242721,33.929192443332965,0.6477566350184758
Antigua and Barbuda,ATG,1997,,1.6440329378534164,24.187530096346553,0.00679120785387,2.5003111549991,,169.2618598659097,18.31031622832766,14.453871382952359,8.95435793587342,9.064288879861039,16.613955039470785,0.3390950706162285,77.33280542610422,3.2295758114211957,2.7461509825948522,0,3.9854106474690916,3.157228627914768,7.73446185649113,0.7125148915832307,0.6536709814491455,7.178386747211517,0.5426073762255091,10.304322279608952,3.7765653865531887,0,2.200511579704274,0.3369916788746998,2.6097504314092954,1.8340126528447154,0,34.70067706198625,0.5975097394097457
Antigua and Barbuda,ATG,1998,,1.6190132797498356,24.553003966732692,0.00688079964054,2.3757318139845527,,168.29345556870612,18.981917756154715,14.842014628814056,9.177640377100904,9.027215263198634,16.668256677085438,0.35221433361607934,79.17744494566844,3.3285844866315304,2.6193498218109794,0,4.0305751646955805,3.2933059085552783,7.338605276210403,0.7835571161654293,0.6223775120634071,7.297695494204462,0.5268229537281858,10.29653220801115,3.9840625310997644,1.9999998862786004,2.0564303056101694,0.3274314625916372,2.4732247475677314,1.9351739345262888,0,35.22703843900627,0.5394103048760795
Antigua and Barbuda,ATG,1999,,1.6115442096529855,25.607901183219834,0.00697157029125,2.3095236102077608,,167.00323689250703,19.877568365235913,15.557782137743759,9.35023489451987,9.088922942536545,16.983261958778893,0.3475061742070659,81.97529734842335,3.4553713413813907,2.492759594028128,0,3.967015023860562,3.4245289125548037,9.2621149394888,0.8339103189395884,0.5813366276738051,7.2596609643093455,0.5398976477956899,10.275711896668568,4.219329925404653,1.9999998682921605,1.8927818032465014,0.3101091518487398,2.396960580936292,1.9717863184851014,0,35.92624765877191,0.5012949962391948
Antigua and Barbuda,ATG,2000,,1.3906901648942267,26.437759255926345,0.00700076505275,2.3162143507555593,,165.65842123647877,20.686602590504936,16.39395984529281,9.51136809256286,9.078599230963492,17.152945667302454,0.33709108820171313,85.25709980148449,3.5882220496047177,2.356372182085531,0,3.921396518494166,3.5778630692204416,12.342973279230334,0.877809162673861,0.5624435301966139,7.17041512858519,0.5030940119946363,10.172345111500066,4.400903706629343,0,1.7347315647473436,0.3117890712491719,2.397607053086147,1.9908653889148848,0,36.74254686978491,0.4543796661893985
Antigua and Barbuda,ATG,2001,,1.3276661965259653,27.46609548475029,0.00703880431402,2.266268316146987,,165.1483378054277,21.155534397183494,16.951465603445964,9.607329111684557,9.034968600168671,17.095390516139126,0.3228795774671657,86.22808218744241,3.6512771230312064,2.1899805807128603,0,4.002912749104294,4.013795084472185,11.730659166038427,0.9006333888181397,0.5278918724104926,7.073725490073928,0.5091189087048926,10.075113380805666,4.430316933776274,0,1.5744608503976,0.3200631859367232,2.346163743999285,2.023042624553172,0,37.48162132054167,0.43628829825783794
Antigua and Barbuda,ATG,2002,,1.262836206207087,27.504964116563045,0.00708536562312,2.2358657021617905,,164.3283104040515,21.63497988627773,17.19332615367971,9.621545566656055,9.089532701154834,17.182860831951857,0.3201693302873096,88.03611935292064,3.718311384306933,2.084732355403251,0,4.0831608643374,3.908605250602985,11.09785941454757,0.9005208755582685,0.515960989620973,7.061483930411132,0.5236666003199154,9.810887531979814,4.500889567575174,0,1.4946682533402142,0.326122428215768,2.3100492167286957,2.071984638624017,0,37.889885400738336,0.42340742223811173
Antigua and Barbuda,ATG,2003,,1.2145712547210172,27.71465474420266,0.00713244766961,2.187252261672895,,164.8114498839941,21.50597811422181,17.571075844216324,9.656793912719817,8.988815832934138,16.988777415234427,0.3138451735058006,88.75445199557943,3.7289302508846767,1.97734602129531,0,4.124020757609839,4.013116026131232,9.833066987002232,0.8830027604654984,0.501109762471026,7.0023983777873156,0.5115627995543226,9.341383467780185,4.508880552557474,0,1.4334273462932918,0.3324453047802812,2.2603397434812296,2.134634483065384,0,38.450459943085974,0.40930428196580293
Antigua and Barbuda,ATG,2004,,1.2049506590363739,27.62214211024608,0.00716788606828,2.1580670499647923,,163.84385350728587,21.684835961186327,17.93259823127113,9.750107010003523,9.02597385930334,17.06825246906647,0.2984057030403139,89.83694847855372,3.7748051956673847,1.9252714437323295,0,4.191615598643206,4.204421482624902,9.854785795573802,0.8615405558126682,0.4806528175835222,6.912484773961707,0.5261696707307749,9.166490173949036,4.600122358872136,0,1.3874067894500919,0.34249768518359575,2.231314154001683,2.179853851399752,0,39.055508093202945,0.40654762656632965
Antigua and Barbuda,ATG,2005,,1.1666904599084194,28.00655772567187,0.00722879197244,2.0746744732283213,,164.2238088242402,21.784875113437508,18.368749514445252,9.799001112120862,9.004628321457975,17.034025876046712,0.2741619308671769,90.37091068880095,3.8067185220728263,1.8888477989079306,0,4.268086630947454,4.4282774307914465,8.532960477034386,0.8579304696443552,0.45653670615966085,6.966164731477644,0.4995996485638518,8.558175965825468,4.697241330361314,0,1.3609969232927677,0.35299031181823937,2.1461756915418424,2.2289234622317577,0,39.35571890112251,0.40713471433057846
Antigua and Barbuda,ATG,2006,,1.131360469974593,28.11955524402682,0.0071759951015,1.9726355411308243,,163.9960799074163,22.086137613753888,19.07948875182868,9.897301983827498,8.970007742889237,17.05980248643456,0.2503281046312322,92.38221593065154,3.872530244282134,1.8447679184685408,0,4.2920748431770885,4.541768215444188,8.730849446718947,0.8527808939894019,0.442007943722287,6.8921710241047425,0.4918231697713219,8.03736712301954,4.7094374589474794,0,1.3094896628836235,0.35888987633773295,2.0404414011840686,2.253927049445491,0,39.570011506988614,0.39595961918761235
Antigua and Barbuda,ATG,2007,,1.0799398919842436,28.071221316922223,0.00716018200238,1.9388156358525914,,162.97065791465877,22.40701601755342,19.30319347021387,9.986784044080316,8.921699091654956,17.044974605715904,0.22797743076793056,93.93572295827836,3.9324556143712432,1.7814962209406662,0,4.350468669937895,4.966907877985694,7.306625295393305,0.8526446662952858,0.41935807405805353,6.834890653750679,0.45863537091389395,7.578199404642739,4.808524331644647,0,1.2721678900841429,0.3633156104812379,2.0048280521215562,2.2855090289514663,0,39.23131763077065,0.39153365041157523
Antigua and Barbuda,ATG,2008,,1.0468773280613557,28.516413010411018,0.0071564332159,1.927067646184472,,163.37385933826067,22.683028836576028,19.875827644845163,10.036948678443407,8.918955011641636,17.06506016460942,0.21271232822986366,95.59403952783235,3.9972487402405554,1.7984254945993325,0,4.442164192561703,4.9738385338709055,7.137805168712511,0.8533730255178051,0.403484936715044,6.886266833947491,0.5155282427035619,7.034178869136509,4.974831916839657,0,1.2497799938553893,0.3703609613419324,1.9932562255494337,2.351282629871562,0,39.5552287212742,0.4015454351893872
Antigua and Barbuda,ATG,2009,,1.0373960701197502,28.635796617440782,0.00711106287833,1.89618104980877,,164.206680897794,23.053487280417873,20.466118407169898,10.121764686154913,9.004250078127502,17.2363424387112,0.19768364387172585,97.52144151251687,4.0577467099181534,1.8063491979190982,0,4.415291452637201,5.343667440407965,6.857382966065707,0.823192378272352,0.38524914317575865,6.862267400323888,0.5023847855122419,6.647407358624642,5.166695826966678,0,1.241610609555119,0.38129248605811045,1.9622005893603176,2.3978281110225743,0,39.8878685310717,0.41016833031739297
Antigua and Barbuda,ATG,2010,,1.0400935379954817,29.052223702546225,0.00712090390516,1.937118460328018,,166.74450683188533,23.497784394248168,21.34525615795848,10.339005667700391,9.307744795060009,17.66949016322746,0.20020576530928605,100.01166088658837,4.138327812995919,1.8138291498899721,0,4.517039511301699,5.130782012159886,7.607578006133942,0.8253840622294243,0.383647320899746,6.825653658285082,0.5306308253551789,6.3349256237075755,5.3094556120362615,0,1.2762873673654977,0.39185231057333153,2.003131259359234,2.4379323197946694,0,40.72198338745897,0.4155044358634287
Antigua and Barbuda,ATG,2011,,1.0345960518867592,29.462525394698513,0.00719566265382,1.9472749865711434,,169.24736651398658,23.983969646362628,22.225391556202382,10.610239298307516,9.503637218151889,18.00525423776396,0.19632491953986364,102.61798874583337,4.220755677036256,1.8139803117552,0,4.571286158735962,5.061488832704669,7.599284087745912,0.8110684190633501,0.3798154794395721,6.7919240770088845,0.575236708833888,6.07358449943882,5.480053736755068,0,1.298440608086508,0.407538552399125,2.013346411101692,2.492486179936287,0,41.1197629950103,0.42322322646121135
