Country,Abb,X,Y,Time,Airline,Info,Source
India,IND,79.357702,22.348341,04.04.2020,AirAsia india,AirAsia India to open flight bookings from 15 April ,https://www.cnbctv18.com/aviation/airasia-india-says-flight-bookings-to-resume-from-april-15-5624391.htm
India,IND,79.357702,22.348341,22.04.2020,GoAir,GoAir expected to resume domestic flights from 1 June,https://www.goodreturns.in/news/goair-to-resume-flights-on-1-june-instead-of-25-may-1161356.html
India,IND,79.357702,22.348341,14.04.2020,IndiGo,IndiGo will resume flight operations from 4 May ,https://timesofindia.indiatimes.com/business/india-business/indigo-looks-to-resume-flights-on-may-4/articleshow/75147590.cms
India,IND,79.357702,22.348341,01.07.2020,Spicejet,SpiceJet S20 International operations as of 01JUL20,https://www.routesonline.com/news/38/airlineroute/292186/spicejet-s20-international-operations-as-of-01jul20/
India,IND,79.357702,22.348341,05.05.2020,Vistara,Vistara S20 International operations as of 03MAY20 (eff 18MAY20),https://www.routesonline.com/news/38/airlineroute/291104/vistara-s20-international-operations-as-of-03may20/
Indonesia,IDN,113.914701,-0.989601,20.06.2020,Indonesia AirAsia,AirAsia Indonesia resumes flights as businesses gradually pick up ,"https://www.thestar.com.my/aseanplus/aseanplus-news/2020/06/20/airasia-indonesia-resumes-flights-as-businesses-gradually-pick-up"
Indonesia,IDN,113.914701,-0.989601,25.06.2020,Garuda Indonesia,Garuda Indonesia July 2020 International operations as of 24JUN20,https://www.routesonline.com/news/38/airlineroute/292046/garuda-indonesia-july-2020-international-operations-as-of-24jun20/
Indonesia,IDN,113.914701,-0.989601,09.06.2020,Lion Air,Lion Air Group to resume domestic flights on 10 June ,https://www.thejakartapost.com/news/2020/06/09/lion-air-group-to-resume-domestic-flights-on-wednesday.html
Indonesia,IDN,113.914701,-0.989601,01.06.2020,Batik Air,"Batik Air International operations as of 29MAY20, eff. 01JUL20",https://www.routesonline.com/news/38/airlineroute/291537/batik-air-ns20-international-operations-as-of-29may20/
Indonesia,IDN,113.914701,-0.989601,17.06.2020,TransNusa,TransNusa to resume some flights on 22 June ,https://www.thejakartapost.com/travel/2020/06/17/transnusa-to-resume-flights-to-select-routes-on-june-22.html
Iran (Islamic Republic of),IRN,54.198056,32.741278,11.05.2020,Iran Air,Iran Air to resume first post-corona foreign flight to Amsterdam every Thursday ,https://en.mehrnews.com/news/158560/Iran-Air-to-resume-first-post-corona-foreign-flight-to-Amsterdam
Iran (Islamic Republic of),IRN,54.198056,32.741278,22.06.2020,Iran Air,Iran Air adds Manchester service from July 2020,https://www.routesonline.com/news/38/airlineroute/291959/iran-air-adds-manchester-service-from-july-2020/
Iran (Islamic Republic of),IRN,54.198056,32.741278,01.07.2020,Iran Air,Iran Air resumes Karachi service from July 2020,https://www.routesonline.com/news/38/airlineroute/292169/iran-air-resumes-karachi-service-from-july-2020/
Iran (Islamic Republic of),IRN,54.198056,32.741278,13.07.2020,Iran Air,IranAir to Resume Flights to Istanbul Today,https://financialtribune.com/articles/travel/104284/iranair-to-resume-flights-to-istanbul-today
Iraq,IRQ,43.766062,33.050139,,,,
Ireland,IRL,-7.121425,53.252771,15.07.2020,Aer Lingus,Aer Lingus plans to cut some European flights from 20 July because of quarantine restriction on EU visitors,https://bcdtravel.intelliguide.com/Alert/AlertItem.aspx?id=8ce87c2437824b3581478bf1d6e0aefe%22
Ireland,IRL,-7.121425,53.252771,10.06.2020,Aer Lingus,Aer Lingus is resuming flights from Bristol Airport,https://www.bristolpost.co.uk/news/bristol-news/aer-lingus-resuming-flights-bristol-4214148
Ireland,IRL,-7.121425,53.252771,12.05.2020,Ryanair,Ryanair announces plan to restore 40% of flight schedule from July,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/ryanair-flight-schedule-july-masks-18236228
Ireland,IRL,-7.121425,53.252771,01.06.2020,Ryanair,Ryanair resumes flights - full list of destinations and new rules passengers must follow,https://www.mirror.co.uk/travel/news/ryanair-resumes-flights-full-list-22102031?_ga=2.25348984.498794145.1591022093-459735058.1591022093
Ireland,IRL,-7.121425,53.252771,06.06.2020,Ryanair,Ryanair restores Belgium scheduled flights from 1 July: over 90 routes on sale,https://www.aviation24.be/airlines/ryanair/ryanair-restores-belgium-scheduled-flights-from-1-july-over-90-routes-on-sale/
Ireland,IRL,-7.121425,53.252771,01.07.2020,Ryanair,Ryanair asked to cancel flights from UK airport this Friday,https://www.mirror.co.uk/travel/cheap-flights/breaking-ryanair-asked-cancel-flights-22280501
Ireland,IRL,-7.121425,53.252771,14.07.2020,Ryanair,"Ryanair cancels 1,000 flights over ?€?defective quarantine restriction?€?",https://www.express.co.uk/travel/articles/1309336/ryanair-flights-cancelled-uk-ireland-quarantine-news-latest
Isle of Man,IMN,-4.537589,54.228634,,,,
Israel,ISR,34.62278,31.061646,26.05.2020,Blue Air,Blue Air announces reopening of scheduled flights in early July to several destinations ,https://www.aviation24.be/airlines/blue-air/blue-air-announces-the-reopening-of-scheduled-flights-as-of-early-july-2020/
Israel,ISR,34.62278,31.061646,16.07.2020,El AL,El Al extends passenger flight suspension to August 31,https://en.globes.co.il/en/article-El-Al-extends-passenger-flight-suspension-to-August-31-1001336056
Israel,ISR,34.62278,31.061646,01.07.2020,El AL,El Al cancels all flights until further notice,https://www.jpost.com/israel-news/el-al-cancels-all-flights-until-further-notice-633391
Israel,ISR,34.62278,31.061646,08.07.2020,El AL,El Al to be nationalized,https://www.jpost.com/israel-news/el-al-to-be-nationalized-state-to-purchase-150-mil-worth-of-stocks-634061
Italy,ITA,12.573635,42.793176,19.06.2020,Air Dolomiti,Air Dolomiti 15JUN ?€? 05JUL20 European operations,https://www.routesonline.com/news/38/airlineroute/291931/air-dolomiti-15jun-05jul20-european-operations/
Italy,ITA,12.573635,42.793176,14.07.2020,Air Dolomiti,Air Dolomiti adds new German routes from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292434/air-dolomiti-adds-new-german-routes-from-late-july-2020/
Italy,ITA,12.573635,42.793176,16.06.2020,Alitalia,Alitalia July 2020 Operations as of 12JUN20,https://www.routesonline.com/news/38/airlineroute/291831/alitalia-july-2020-operations-as-of-12jun20/
Italy,ITA,12.573635,42.793176,10.07.2020,Alitalia,Alitalia July/August 2020 Inter-continental network as of 09JUL20,https://www.routesonline.com/news/38/airlineroute/292383/alitalia-julyaugust-2020-inter-continental-network-as-of-09jul20/
Italy,ITA,12.573635,42.793176,11.07.2020,Alitalia,"Alitalia Adding Over 1,600 Flights in August - Including Tokyo- Haneda Launch",https://simpleflying.com/alitalia-august-schedule/
Italy,ITA,12.573635,42.793176,07.05.2020,Blue Panorama,Blue Panorama schedules A330 East Africa service from July 2020 (eff. 08JUL20),https://www.routesonline.com/news/38/airlineroute/291166/blue-panorama-schedules-a330-east-africa-service-from-july-2020/
Italy,ITA,12.573635,42.793176,07.07.2020,Blu Express,Blu Express July/August 2020 operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292301/blu-express-julyaugust-2020-operations-as-of-03jul20/
Italy,ITA,12.573635,42.793176,21.05.2020,Ryanair Italy,Ryanair Italy 3Q20 operations as of 20MAY20,https://www.routesonline.com/news/38/airlineroute/291384/ryanair-italy-3q20-operations-as-of-20may20/
Italy,ITA,12.573635,42.793176,07.07.2020,Neos,Neos July/August 2020 operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292302/neos-julyaugust-2020-operations-as-of-03jul20/
Jamaica,JAM,-77.310683,18.157878,07.07.2020,Caribbean Airlines,Caribbean Airlines re-starts Jamaica-based operations,https://www.eturbonews.com/576071/caribbean-airlines-re-starts-jamaica-based-operations/
Jammu and Kashmir,"IND, PAK",75.804539,34.554501,,,,
Japan,JPN,139.27161,36.655454,25.06.2020,AirDo,AirDo July 2020 operations,https://www.routesonline.com/news/38/airlineroute/292043/airdo-july-2020-operations/
Japan,JPN,139.27161,36.655454,28.04.2020,Spring Airlines Japan,Spring Airlines Japan April/May 2020 Domestic operations as of 23APR20,https://www.routesonline.com/news/38/airlineroute/290994/spring-airlines-japan-aprilmay-2020-domestic-operations-as-of-23apr20/
Japan,JPN,139.27161,36.655454,21.04.2020,StarFlyer,StarFlyer week of 21APR20 operations,https://www.routesonline.com/news/38/airlineroute/290901/starflyer-week-of-21apr20-operations/
Japan,JPN,139.27161,36.655454,11.06.2020,JAL,JAL July 2020 International operations as of 10JUN20,https://www.routesonline.com/news/38/airlineroute/291778/jal-july-2020-international-operations-as-of-10jun20/
Japan,JPN,139.27161,36.655454,01.07.2020,JAL,JAL to fully resume domestic flights as early as Oct.,"https://mainichi.jp/english/articles/20200701/p2g/00m/0bu/172000c"
Japan,JPN,139.27161,36.655454,14.05.2020,ANA,ANA Files additional domestic routes cancellation for 15 ?€? 31MAY20,https://www.routesonline.com/news/38/airlineroute/291271/ana-files-additional-domestic-routes-cancellation-for-15-31may20/
Japan,JPN,139.27161,36.655454,08.07.2020,ANA,ANA July 2020 International operations,https://www.routesonline.com/news/38/airlineroute/292325/ana-july-2020-international-operations/
Japan,JPN,139.27161,36.655454,14.07.2020,ANA,Japanese airline ANA to resume Taipei-Tokyo flights Aug. 3,https://www.taiwannews.com.tw/en/news/3966415
Japan,JPN,139.27161,36.655454,09.07.2020,AirAsia Japan,AirAsia Japan resumes regular service in August 2020,https://www.routesonline.com/news/38/airlineroute/292340/airasia-japan-resumes-regular-service-in-august-2020/
Japan,JPN,139.27161,36.655454,27.04.2020,Fuji Dream Airlines,Fuji Dream Airlines suspends scheduled operation 28APR20 ?€? 17MAY20,https://www.routesonline.com/news/38/airlineroute/290957/fuji-dream-airlines-suspends-scheduled-operation-28apr20-17may20/
Japan,JPN,139.27161,36.655454,26.05.2020,Peach,Peach June 2020 operations as of 22MAY20,https://www.routesonline.com/news/38/airlineroute/291455/peach-june-2020-operations-as-of-22may20/
Japan,JPN,139.27161,36.655454,01.07.2020,Peach,Peach schedules new routes from Tokyo in August 2020,https://www.routesonline.com/news/38/airlineroute/292188/peach-schedules-new-routes-from-tokyo-in-august-2020/
Japan,JPN,139.27161,36.655454,14.05.2020,Nippon Airways,All Nippon Airways cancels additional domestic routes until 31 May,https://www.routesonline.com/news/38/airlineroute/291271/ana-files-additional-domestic-routes-cancellation-for-15-31may20/
Japan,JPN,139.27161,36.655454,19.05.2020,Jetstar Japan,Jetstar Japan 01?€?14JUN20 operations as of 18MAY20,https://www.routesonline.com/news/38/airlineroute/291326/jetstar-japan-0114jun20-operations-as-of-18may20/
Japan,JPN,139.27161,36.655454,26.05.2020,Solaseed Airlines,Solaseed Air June 2020 operations,https://www.routesonline.com/news/38/airlineroute/291457/solaseed-air-june-2020-operations/
Japan,JPN,139.27161,36.655454,11.06.2020,Skymark Airlines,Skymark Airlines June 2020 service resumptions,https://www.routesonline.com/news/38/airlineroute/291770/skymark-airlines-june-2020-service-resumptions/
Jarvis Island,UMI,-159.99739,-0.373312,,,,
Jersey,JEY,-2.132466,49.224292,,,,
Johnston Atoll,UMI,-169.53344,16.729127,,,,
Jordan,JOR,37.129891,30.653807,21.06.2020,Royal Jordanian,"Royal Jordanian, Jordan Aviation and Fly Jordan restart passenger services",https://www.arabnews.com/node/1693131/middle-east
Juan de Nova Island,xFR,42.725159,-17.055056,,,,
Turkey,TUR,35.432387,38.988934,09.07.2020,Pegasus Airlines,Pegasus flights between London and Tel Aviv via Istanbul resume,https://ftnnews.com/news-from-turkey/39843-pegasus-restarting-flights-to-tel-aviv
Turkey,TUR,35.432387,38.988934,02.06.2020,Pegasus Airlines,Pegasus Airlines 01-03JUN20 domestic operations,https://www.routesonline.com/news/38/airlineroute/291566/pegasus-airlines-01-03jun20-domestic-operations/
Turkey,TUR,35.432387,38.988934,12.06.2020,Pegasus Airlines,Pegasus Airlines to resume international flights from 13 June 2020,"https://www.arabianaerospace.aero/pegasus-airlines-to-resume-international-flights-from-13-june-2020.html"
Turkey,TUR,35.432387,38.988934,26.06.2020,Onur Air,Onur Air adds Istanbul ?€? Trabzon service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292080/onur-air-adds-istanbul-trabzon-service-from-late-july-2020/
Turkey,TUR,35.432387,38.988934,07.07.2020,Onur Air,Onur Air schedules Antalya ?€? Chisinau service from July 2020,https://www.routesonline.com/news/38/airlineroute/292294/onur-air-schedules-antalya-chisinau-service-from-july-2020/
Turkmenistan,TKM,58.978766,40.091235,24.04.2020,Turkmenistan Airlines,Turkmenistan Airlines April/May 2020 Domestic service,https://www.routesonline.com/news/38/airlineroute/290939/turkmenistan-airlines-aprilmay-2020-domestic-service-reductions/
Turkmenistan,TKM,58.978766,40.091235,17.06.2020,Turkmenistan Airlines,Turkmenistan Airlines extends cancellation of all international flights until 20 July ,https://en.trend.az/casia/turkmenistan/3255883.html
Turks and Caicos Islands,TCA,-72.002714,21.928412,,,,
Tuvalu,TUV,177.152792,-7.222228,,,,
Uganda,UGA,32.391004,1.279556,19.03.2020,Uganda Airlines,"Uganda Airlines suspends flights to Kilimanjaro, Mogadishu, Mombasa and Zanzibar because of COVID-19 ",https://thetowerpost.com/2020/03/19/uganda-airlines-suspends-flights-to-mombasa-zanzibar-and-mozambique/
Ukraine,UKR,31.40147,49.005714,02.04.2020,Jonika Airlines,Jonika Airlines moves summer 2020 scheduled operation to May 2020,https://www.routesonline.com/news/38/airlineroute/290596/jonika-airlines-moves-summer-2020-scheduled-operation-to-may-2020/
Ukraine,UKR,31.40147,49.005714,07.07.2020,UIA,Ukraine International Airlines July 2020 operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292291/ukraine-international-airlines-july-2020-operations-as-of-03jul20/
Ukraine,UKR,31.40147,49.005714,15.06.2020,Wind Rose,Wind Rose June 2020 Domestic operations as of 12JUN20,https://www.routesonline.com/news/38/airlineroute/291814/wind-rose-june-2020-domestic-operations-as-of-12jun20/
Ukraine,UKR,31.40147,49.005714,07.07.2020,Wind Rose,"WindRose schedules new routes in June/July 2020",https://www.routesonline.com/news/38/airlineroute/292296/windrose-schedules-new-routes-in-junejuly-2020/
Ukraine,UKR,31.40147,49.005714,17.06.2020,Motor-Sich Airlines,Motor-Sich Airlines resumes scheduled operation from mid-June 2020,https://www.routesonline.com/news/38/airlineroute/291875/motor-sich-airlines-resumes-scheduled-operation-from-mid-june-2020/
Ukraine,UKR,31.40147,49.005714,24.06.2020,Azur Air Ukriane,Azur Air Ukraine Summer 2020 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/292001/azur-air-ukraine-summer-2020-operations-as-of-21jun20/
Ukraine,UKR,31.40147,49.005714,10.07.2020,SkyUp Airlines,SkyUp Airlines S20 operation as of 09JUL20,https://www.routesonline.com/news/38/airlineroute/292375/skyup-airlines-s20-operation-as-of-09jul20/
Ukraine,UKR,31.40147,49.005714,10.07.2020,SkyUp Airlines,SkyUp Airlines S20 operation as of 09JUL20,https://www.routesonline.com/news/38/airlineroute/292375/skyup-airlines-s20-operation-as-of-09jul20//
United Arab Emirates,ARE,53.982339,23.434112,15.07.2020,Etihad Airways,Etihad Airways to resume flights from Pakistan on Thursday,https://www.pakistantoday.com.pk/2020/07/15/etihad-airways-to-resume-flights-from-pakistan-on-thursday/
United Arab Emirates,ARE,53.982339,23.434112,08.07.2020,Etihad Airways,Etihad July/August 2020 operations as of 06JUL20,https://www.routesonline.com/news/38/airlineroute/292318/etihad-julyaugust-2020-operations-as-of-06jul20/
United Arab Emirates,ARE,53.982339,23.434112,07.07.2020,Etihad Airways,Etihad Airways to resume wider network of flights as UAE travel restrictions eased,https://worldairlinenews.com/2020/07/07/etihad-airways-to-resume-wider-network-of-flights-as-uae-travel-restrictions-eased/
United Arab Emirates,ARE,53.982339,23.434112,14.07.2020,Emirates,Emirates 15JUL ?€? 31AUG20 operations as of 13JUL20,https://www.routesonline.com/news/38/airlineroute/292430/emirates-15jul-31aug20-operations-as-of-13jul20/
United Arab Emirates,ARE,53.982339,23.434112,17.07.2020,Emirates,Emirates Airline resumes flights to the Iranian capital Tehran ,https://en.mehrnews.com/news/161065/UAE-resumes-flights-to-Tehran
United Arab Emirates,ARE,53.982339,23.434112,06.07.2020,Air Arabia Abu Dhabi,Air Arabia Abu Dhabi will start operations on July 14 with flights to Egypt,https://www.reuters.com/article/emirates-egypt-airlines-idUSD5N2CA012
United Arab Emirates,ARE,53.982339,23.434112,07.07.2020,Air Arabia Abu Dhabi,Air Arabia Abu Dhabi to Launch Operations July 14,https://www.ainonline.com/aviation-news/air-transport/2020-07-06/air-arabia-abu-dhabi-launch-operations-july-14
United Arab Emirates,ARE,53.982339,23.434112,24.06.2020,Flydubai,Flydubai will begin to resume regular scheduled flights from 7 July,https://www.reuters.com/article/health-coronavirus-emirates-flydubai/uaes-flydubai-to-resume-flights-from-july-7-idUSL8N2E13VV
United Arab Emirates,ARE,53.982339,23.434112,13.07.2020,Wizz Air,Wizz Air Abu Dhabi schedules October 2020 launch,https://www.routesonline.com/news/38/airlineroute/292402/wizz-air-abu-dhabi-schedules-october-2020-launch/
UK,GBR,-0.239652,52.24861,02.06.2020,Loganair,Loganair 01 ?€? 14JUN20 operations as of 31MAY20,https://www.routesonline.com/news/38/airlineroute/291569/loganair-01-14jun20-operations-as-of-31may20/
UK,GBR,-0.239652,52.24861,12.06.2020,Loganair,Loganair adds Exeter service from July 2020,https://www.routesonline.com/news/38/airlineroute/291798/loganair-adds-exeter-service-from-july-2020/
UK,GBR,-0.239652,52.24861,22.06.2020,Eastern Airways,Eastern Airways 22JUN ?€? 28AUG20 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/291957/eastern-airways-22jun-28aug20-operations-as-of-21jun20/
UK,GBR,-0.239652,52.24861,08.07.2020,Eastern Airways,Eastern Airways revises Teesside ?€? Alicante seasonal service in 3Q20,https://www.routesonline.com/news/38/airlineroute/292328/eastern-airways-revises-teesside-alicante-seasonal-service-in-3q20/
UK,GBR,-0.239652,52.24861,14.07.2020,EasyJet,EasyJet to Resume Flights to Gibraltar from Next Week 20JULY,https://www.euroweeklynews.com/2020/07/14/easyjet-to-resume-flights-to-gibraltar-from-next-week/#.Xw2erigzbIV
UK,GBR,-0.239652,52.24861,29.05.2020,EasyJet,easyJet June 2020 operations as of 28MAY20,https://www.routesonline.com/news/38/airlineroute/291512/easyjet-june-2020-operations-as-of-28may20/
UK,GBR,-0.239652,52.24861,20.06.2020,Virgin Atlantic,Virgin Atlantic July - Oct 2020 operations as of 20JUN20,https://www.routesonline.com/news/38/airlineroute/291945/virgin-atlantic-july-oct-2020-operations-as-of-20jun20/
UK,GBR,-0.239652,52.24861,22.06.2020,Virgin Atlantic,Virgin Atlantic to restart flights to 17 destinations in August,https://www.cityam.com/virgin-atlantic-to-restart-flights-to-17-destinations-in-august/
UK,GBR,-0.239652,52.24861,08.07.2020,British Airways,British Airways adds London Heathrow ?€? Newquay service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292327/british-airways-adds-london-heathrow-newquay-service-from-late-july-2020/
UK,GBR,-0.239652,52.24861,06.07.2020,British Airways,British Airways week of 05JUL20 Short-Haul operations,https://www.routesonline.com/news/38/airlineroute/292267/british-airways-week-of-05jul20-short-haul-operations/
UK,GBR,-0.239652,52.24861,05.06.2020,British Airways,British Airways July 2020 London Heathrow domestic network as of 04JUN20,https://www.routesonline.com/news/38/airlineroute/291650/british-airways-july-2020-london-heathrow-domestic-network-as-of-04jun20/
UK,GBR,-0.239652,52.24861,27.06.2020,British Airways,British Airways July/August 2020 Long-Haul operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292100/british-airways-julyaugust-2020-long-haul-operations-as-of-26jun20/
UK,GBR,-0.239652,52.24861,30.06.2020,British Airways,British Airways schedules London Heathrow ?€? Jersey service in July 2020,https://www.routesonline.com/news/38/airlineroute/292143/british-airways-schedules-london-heathrow-jersey-service-in-july-2020/
UK,GBR,-0.239652,52.24861,01.07.2020,British Airways,British Airways July/August 2020 London Gatwick operations as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292171/british-airways-julyaugust-2020-london-gatwick-operations-as-of-30jun20/
UK,GBR,-0.239652,52.24861,26.06.2020,BA CityFlyer,BA CityFlyer July 2020 operations ex. London City Airport,https://www.routesonline.com/news/38/airlineroute/292086/ba-cityflyer-july-2020-operations-as-of-25jun20/
UK,GBR,-0.239652,52.24861,03.07.2020,BA CityFlyer,BA CityFlyer adds London City ?€? Belfast service from Sep 2020,https://www.routesonline.com/news/38/airlineroute/292237/ba-cityflyer-adds-london-city-belfast-service-from-sep-2020/
UK,GBR,-0.239652,52.24861,15.07.2020,Jet2,Jet2 resumes flights: Full list of destinations and new rules passengers must follow,https://www.mirror.co.uk/travel/news/jet2-resumes-flights-full-list-22358152
UK,GBR,-0.239652,52.24861,13.07.2020,Jet2,Jet2.com outlines July/August 2020 scheduled operations,https://www.routesonline.com/news/38/airlineroute/292395/jet2com-outlines-julyaugust-2020-scheduled-operations/
UK,GBR,-0.239652,52.24861,01.06.2020,Wizz Air,"Wizz Air resumes direct flights from London Luton Airport to Malaga, Mallorca, Fuerteventura and Lanzarote from 1 July ",https://www.businesstraveller.com/business-travel/2020/06/01/wizz-air-to-relaunch-flights-from-luton-to-spanish-destinations/
UK,GBR,-0.239652,52.24861,30.06.2020,TUI Airways UK,TUI Airways UK July/August 2020 operations as of 28JUN20,https://www.routesonline.com/news/38/airlineroute/292160/tui-airways-uk-julyaugust-2020-operations-as-of-28jun20/
UK,GBR,-0.239652,52.24861,11.07.2020,TUI Airways UK,Travel giant TUI axes summer flights from Aberdeen,https://www.eveningexpress.co.uk/fp/news/local/travel-giant-tui-axes-summer-flights-from-aberdeen/
UK,GBR,-0.239652,52.24861,14.07.2020,TUI Airways UK,TUI to restart flights from Bristol Airport to destinations in Greece and Spain from 25 July,https://www.gloucestershirelive.co.uk/news/uk-world-news/tui-resume-flights-bristol-airport-4323856
UK,GBR,-0.239652,52.24861,10.07.2020,Blue Islands,Blue Islands schedules new routes launch in late-August 2020,https://www.routesonline.com/news/38/airlineroute/292371/blue-islands-schedules-new-routes-launch-in-late-august-2020/
UK,GBR,-0.239652,52.24861,10.07.2020,Blue Islands,Blue Islands adds limited-time Jersey ?€? London Gatwick service in July 2020,https://www.routesonline.com/news/38/airlineroute/292370/blue-islands-adds-limited-time-jersey-london-gatwick-service-in-july-2020/
United Republic of Tanzania,TZA,34.804265,-6.26364,18.06.2020,Air Tanzania,Air Tanzania 16-30JUN20 domestic operations,https://www.routesonline.com/news/38/airlineroute/291907/air-tanzania-16-30jun20-domestic-operations/
United States of America,USA,-99.446708,39.40399,16.07.2020,Frontier Airlines,Frontier Airlines July 2020 International operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292497/frontier-airlines-july-2020-international-operations-as-of-12jul20/
United States of America,USA,-99.446708,39.40399,14.07.2020,Delta,Delta loses $2.8 billion and cuts flights,https://edition.cnn.com/2020/07/14/investing/delta-losses/index.html
United States of America,USA,-99.446708,39.40399,08.07.2020,Delta,Delta NS20 Inter-continental operations as of 05JUL20,https://www.routesonline.com/news/38/airlineroute/292316/delta-ns20-inter-continental-operations-as-of-05jul20/
United States of America,USA,-99.446708,39.40399,23.06.2020,Delta,Delta resumes Mainland China passenger flights from late-June 2020,https://www.routesonline.com/news/38/airlineroute/291993/delta-resumes-mainland-china-passenger-flights-from-late-june-2020/
United States of America,USA,-99.446708,39.40399,25.05.2020,"Delta, United Airlines",Rising tensions between countries may disrupt restart of Delta and United Airlines flights ,https://edition.cnn.com/2020/05/25/business/us-china-tensions-airlines-intl-hnk/index.html
United States of America,USA,-99.446708,39.40399,08.07.2020,JetBlue,JetBlue July - Oct 2020 network expansions (US Domestic),https://www.routesonline.com/news/38/airlineroute/292321/jetblue-july-oct-2020-network-expansions/
United States of America,USA,-99.446708,39.40399,10.07.2020,JetBlue,JetBlue moves Long Beach operation to Los Angeles from Oct 2020,https://www.routesonline.com/news/38/airlineroute/292372/jetblue-moves-long-beach-operation-to-los-angeles-from-oct-2020/
United States of America,USA,-99.446708,39.40399,16.07.2020,JetBlue,JetBlue July 2020 International operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292498/jetblue-july-2020-international-operations-as-of-12jul20/
United States of America,USA,-99.446708,39.40399,17.06.2020,Alaska Airlines,Alaska Airlines July 2020 Costa Rica operations as of 16JUN20,https://www.routesonline.com/news/38/airlineroute/291872/alaska-airlines-july-2020-costa-rica-operations-as-of-16jun20/
United States of America,USA,-99.446708,39.40399,03.07.2020,Alaska Airlines,Alaska Airlines files new routes launch from Sep 2020,https://www.routesonline.com/news/38/airlineroute/292246/alaska-airlines-files-new-routes-launch-from-sep-2020/
United States of America,USA,-99.446708,39.40399,17.07.2020,Alaska Airlines,Alaska Airlines 4Q20 Network expansion as of 16JUL20,https://www.routesonline.com/news/38/airlineroute/292509/alaska-airlines-4q20-network-expansion-as-of-16jul20/
United States of America,USA,-99.446708,39.40399,17.07.2020,Alaska Airlines,Alaska Airlines July 2020 International operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292499/alaska-airlines-july-2020-international-operations-as-of-12jul20/
United States of America,USA,-99.446708,39.40399,15.06.2020,Hawaiian Airlines,Hawaiian Airlines resumes Portland OR service in July 2020,https://www.routesonline.com/news/38/airlineroute/291813/hawaiian-airlines-resumes-portland-or-service-in-july-2020/
United States of America,USA,-99.446708,39.40399,25.06.2020,Hawaiian Airlines,Hawaiian Airlines expands July 2020 Interim schedule,https://www.routesonline.com/news/38/airlineroute/292052/hawaiian-airlines-expands-july-2020-interim-schedule/
United States of America,USA,-99.446708,39.40399,02.07.2020,Hawaiian Airlines,Hawaiian extends US Mainland interim schedule to mid-Aug 2020,https://www.routesonline.com/news/38/airlineroute/292210/hawaiian-extends-us-mainland-interim-schedule-to-mid-aug-2020/
United States of America,USA,-99.446708,39.40399,16.07.2020,Hawaiian Airlines,Hawaiian Airlines updates August 2020 US Mainland operations,https://www.routesonline.com/news/38/airlineroute/292494/hawaiian-airlines-updates-august-2020-us-mainland-operations/
United States of America,USA,-99.446708,39.40399,16.07.2020,Southwest Airlines,Southwest Airlines July 2020 International operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292496/southwest-airlines-july-2020-international-operations-as-of-12jul20/
United States of America,USA,-99.446708,39.40399,03.07.2020,United Airlines,United extends International / Guam / Micronesia Island Hopper interim schedule to Sep 2020,https://www.routesonline.com/news/38/airlineroute/292239/united-extends-international-guam-micronesia-island-hopper-interim-schedule-to-sep-2020/
United States of America,USA,-99.446708,39.40399,07.07.2020,United Airlines,United will resume its flights to the Dominican Republic in August,"https://dominicantoday.com/dr/tourism/2020/07/06/united-will-resume-its-flights-to-the-dominican-republic-in-august/"
United States of America,USA,-99.446708,39.40399,08.07.2020,United Airlines,"United Airlines scales back August schedule on resurgent coronavirus, travel restrictions",https://thepointsguy.com/news/united-airlines-scales-back-august-schedule-on-resurgent-coronavirus-travel-restrictions/
United States of America,USA,-99.446708,39.40399,29.06.2020,United Airlines,United resumes Shanghai service from July 2020,https://www.routesonline.com/news/38/airlineroute/292103/united-resumes-shanghai-service-from-july-2020/
United States of America,USA,-99.446708,39.40399,01.07.2020,United Airlines,"United Airlines to triple flights, adding 25,000 in August, while extending change fee waiver","https://eu.usatoday.com/story/travel/2020/07/01/united-airlines-adds-25000-august-flights-extends-change-fee-waiver/5353556002/"
United States of America,USA,-99.446708,39.40399,13.07.2020,United Airlines,United expands Chicago long-haul routes from Sep 2020,https://www.routesonline.com/news/38/airlineroute/292397/united-expands-chicago-long-haul-routes-from-sep-2020/
United States of America,USA,-99.446708,39.40399,08.07.2020,American Airlines,American Airlines July - Oct 2020 Inter-continental operations as of 05JUL20,https://www.routesonline.com/news/38/airlineroute/292314/american-airlines-july-oct-2020-inter-continental-operations-as-of-05jul20/
